State,County,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population)
Michigan,Macomb,0.788024101,0.191704648,0.019579688,0.0006915630000000001,0.0,0.0,0.001048088497114324,0.008499128118520959
Michigan,Oakland,0.79032373,0.19293185,0.016144899,0.00059952,0.0,0.0,0.000867536482652451,0.009582660084733902
Michigan,St. Clair,0.725006272,0.253984144,0.020552963,0.000456621,0.0,0.0,0.0,0.000494193229552755
Michigan,Wayne,0.428568755,0.538580732,0.032393892,0.000456621,0.0,0.0,0.0015560127430698267,0.013064904938596949
Minnesota,Ramsey,0.8078224420000001,0.189440327,0.002281857,0.000455373,0.0,0.0,0.00039613243906738065,0.008584080927313331
Minnesota,Stearns,0.898453519,0.100620377,0.000456621,0.000469484,0.0,0.0,0.00011795747322675772,0.014198354803662891
Minnesota,Washington,0.768893846,0.229274638,0.001372379,0.000459137,0.0,0.0,0.00015241579027587258,0.0039056546258192343
Mississippi,DeSoto,0.787986352,0.209216468,0.002340559,0.000456621,0.0,0.0,8.65122063316121e-05,0.007423828705831462
Mississippi,Hinds,0.645348953,0.353737805,0.000456621,0.000456621,0.0,0.0,0.00016821946169772256,0.009282263630089715
Missouri,St. Louis City,0.571395065,0.413540185,0.013239514,0.001825236,0.0,0.0,0.00015690928933167708,0.0025075311429735322
Montana,Cascade,0.8994430040000001,0.091504122,0.005203016,0.003849858,0.0,0.0,2.458029152225745e-05,0.000405574810117248
Montana,Fergus,0.927866357,0.06163136,0.007305936,0.003196347,0.0,0.0,0.0,0.00018099547511312217
Montana,Lewis and Clark,0.780427677,0.18944407,0.020995833,0.00913242,0.0,0.0,0.0,0.0004032722663901371
Montana,Phillips,0.940153904,0.052481947,0.005069685,0.002294465,0.0,0.0,0.0,0.0
Montana,Powder River,0.8358458759999999,0.154387275,0.006973553,0.002793296,0.0,0.0,0.0,0.0
Montana,Richland,0.891211051,0.103730552,0.0032192220000000003,0.001839176,0.0,0.0,0.0,0.0011108025548458762
Montana,Rosebud,0.875228019,0.110152485,0.009596665,0.005022831,0.0,0.0,0.00011189437171310283,0.0011189437171310282
Montana,Silver Bow,0.797290684,0.185924129,0.012162222,0.004622965,0.0,0.0,0.0,0.00042961477874838895
Montana,Yellowstone,0.895315657,0.09554186,0.007767581999999999,0.001374902,0.0,0.0,2.4798512089274646e-05,0.001171729696218227
Nevada,Carson City,0.779530653,0.213620031,0.00456621,0.002283105,0.0,0.0,4.014613192018949e-05,0.0004817535830422738
Nevada,Elko,0.925249367,0.071412225,0.002876727,0.000461681,0.0,0.0,3.4776560598156845e-05,0.0020865936358894104
New Hampshire,Cheshire,0.8566307040000001,0.14200068,0.000911994,0.000456621,0.0,0.0,2.6286390221462838e-05,0.0009463100479726623
New Hampshire,Coos,0.8531554809999999,0.138472853,0.007903501,0.000468165,0.0,0.0,0.0,0.0002217786648924373
New Jersey,Atlantic,0.88084541,0.116414857,0.002281857,0.000457875,0.0,0.0,0.0008192058254636478,0.010915159100390641
New Jersey,Bergen,0.664400675,0.310549339,0.023681371,0.001368615,0.0,0.0,0.0021411668286487264,0.020859212917371986
New Jersey,Camden,0.638993687,0.337275744,0.023273948,0.000456621,0.0,0.0,0.0009734022283605576,0.014547723364220262
New Jersey,Essex,0.765302445,0.226477102,0.007762578000000002,0.000457875,0.0,0.0,0.002533245721080134,0.023493851497230826
New Jersey,Hudson,0.701502108,0.28160541,0.015522619,0.0013698629999999998,0.0,0.0,0.0021668939649697873,0.028752615665587438
New Jersey,Hunterdon,0.796889683,0.19240978,0.009284084,0.0014164529999999998,0.0,0.0,0.0009970169894911193,0.008691736819676613
New Jersey,Mercer,0.7289043590000001,0.251933777,0.018249869,0.000911994,0.0,0.0,0.0015758103584356206,0.020891054078327843
New Jersey,Middlesex,0.789122512,0.192008525,0.017953185,0.000915779,0.0,0.0,0.0016047278871163624,0.020392406873665253
New Jersey,Monmouth,0.886031007,0.106295023,0.006967755,0.000706215,0.0,0.0,0.0013057636212315874,0.01480781195711019
New Jersey,Morris,0.8733224009999999,0.119810631,0.006409092,0.000457875,0.0,0.0,0.00162449552196322,0.013738067887240898
New Jersey,Ocean,0.8279203209999999,0.156103705,0.015047404,0.00092857,0.0,0.0,0.001579417180238016,0.015855108648750137
New Mexico,Bernalillo,0.494279761,0.489742246,0.015521371,0.000456621,0.0,0.0,0.00012663428166703722,0.003207086807800083
New Mexico,Eddy,0.689752802,0.28603622100000003,0.021927871,0.002283105,0.0,0.0,1.7105713308244953e-05,0.001402668491276086
New Mexico,Lea,0.732354631,0.259402105,0.007781583000000002,0.000461681,0.0,0.0,0.0,0.0018854650344730546
New York,Dutchess,0.942285646,0.052667577,0.004588900999999999,0.000457875,0.0,0.0,0.0005132248876683277,0.01431931424997791
New York,Putnam,0.934015346,0.059969275,0.005080213,0.000935165,0.0,0.0,0.0006407648494711147,0.013517087062652564
New York,Queens,0.76448337,0.221825486,0.013234524,0.000456621,0.0,0.0,0.0,0.0
New York,Richmond,0.77251881,0.209670352,0.016898844,0.000911994,0.0,0.0,0.0,0.0
New York,Suffolk,0.81058712,0.165678569,0.022364448,0.0013698629999999998,0.0,0.0,0.0013415946487913798,0.02805564942729959
New York,Westchester,0.8506767040000001,0.132423226,0.015986828999999998,0.000913242,0.0,0.0,0.0014728590830444465,0.036036985817142216
North Carolina,Buncombe,0.863354119,0.133002894,0.001821494,0.001821494,0.0,0.0,0.00015314463362060715,0.0023086553518306525
North Carolina,Catawba,0.801953148,0.196650204,0.000465549,0.000931099,0.0,0.0,8.77462378800509e-05,0.005170760446503
North Carolina,Haywood,0.728960948,0.23281054,0.033180383,0.005048129,0.0,0.0,0.0,0.0014442287016383972
North Carolina,Lincoln,0.8088883579999999,0.187158254,0.003163499,0.0007898889999999999,0.0,0.0,2.3225836420434093e-05,0.0029961328982359976
North Carolina,Mecklenburg,0.65602486,0.327513807,0.016005959,0.000455373,0.0,0.0,0.0001350918083929839,0.010387659453364506
North Carolina,Swain,0.831145637,0.16337491099999998,0.003652968,0.001826484,0.0,0.0,7.007217433956976e-05,0.0040641861116950465
North Dakota,Billings,0.931268021,0.065989744,0.001827738,0.000914496,0.0,0.0,0.0,0.0010775862068965515
North Dakota,Burke,0.923352101,0.071148327,0.00366807,0.001831502,0.0,0.0,0.0,0.0023640661938534283
North Dakota,Burleigh,0.901762132,0.091336788,0.00506831,0.00183277,0.0,0.0,0.0,0.0027921276640244285
North Dakota,Cass,0.871154027,0.125638253,0.002748584,0.000459137,0.0,0.0,0.0003627908510743556,0.01242283823375824
North Dakota,Dunn,0.924840691,0.068665972,0.005531666,0.000961672,0.0,0.0,0.0,0.0031645569620253164
North Dakota,Mercer,0.914624348,0.078070963,0.005934825,0.0013698629999999998,0.0,0.0,0.0,0.0008550140466593379
North Dakota,Oliver,0.906356586,0.08814115199999999,0.004585236,0.000917026,0.0,0.0,0.0,0.0010209290454313426
North Dakota,Williams,0.847056915,0.13787708699999998,0.012782893,0.002283105,0.0,0.0,0.0,0.0009843305222272474
Ohio,Cuyahoga,0.560928962,0.414883849,0.021453702,0.002733488,0.0,0.0,0.0002963389988599855,0.005678211472691471
Ohio,Hamilton,0.469614742,0.506199316,0.0232727,0.000913242,0.0,0.0,0.000242209834453248,0.006390425127190746
Ohio,Lake,0.759930883,0.213601317,0.025554557,0.000913242,0.0,0.0,7.386519168017241e-05,0.0019248399949597867
Ohio,Lawrence,0.815622427,0.179358485,0.004562467,0.000456621,0.0,0.0,1.681718043152885e-05,0.0010931167280493752
Ohio,Lucas,0.7515411879999999,0.237042005,0.010960186,0.000456621,0.0,0.0,0.0007050342245090442,0.006135198483476052
Ohio,Morgan,0.963354328,0.025230147,0.010502283,0.000913242,0.0,0.0,0.0,0.0006203473945409428
Oklahoma,Adair,0.827700565,0.170472951,0.0013698629999999998,0.000456621,0.0,0.0,0.00018022889069117782,0.0051815806073713605
