SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,BA_MALE,BA_FEMALE,H_MALE,H_FEMALE
50,1,99,Alabama,Monroe County,12,14,1381,636,745,239,335,3,8
50,1,99,Alabama,Monroe County,12,15,1062,513,549,156,168,3,4
50,1,99,Alabama,Monroe County,12,16,867,379,488,95,165,0,7
50,1,99,Alabama,Monroe County,12,17,510,214,296,61,93,1,4
50,1,99,Alabama,Monroe County,12,18,565,183,382,49,133,3,3
50,1,101,Alabama,Montgomery County,12,0,226486,106394,120092,61404,72952,4344,4000
50,1,101,Alabama,Montgomery County,12,1,15300,7681,7619,4896,4805,768,683
50,1,101,Alabama,Montgomery County,12,2,14688,7417,7271,4624,4605,640,611
50,1,101,Alabama,Montgomery County,12,3,14465,7253,7212,4802,4696,507,488
50,1,101,Alabama,Montgomery County,12,4,14927,7681,7246,5141,4827,337,332
50,1,101,Alabama,Montgomery County,12,5,16002,7705,8297,4877,5749,300,218
50,1,101,Alabama,Montgomery County,12,6,16947,8234,8713,5492,6138,275,258
50,1,101,Alabama,Montgomery County,12,7,15626,7401,8225,4516,5589,285,252
50,1,101,Alabama,Montgomery County,12,8,14882,6953,7929,3987,5150,254,264
50,1,101,Alabama,Montgomery County,12,9,13236,6157,7079,3540,4540,224,187
50,1,101,Alabama,Montgomery County,12,10,13639,6294,7345,3471,4608,198,151
50,1,101,Alabama,Montgomery County,12,11,13094,6141,6953,3299,4146,182,133
50,1,101,Alabama,Montgomery County,12,12,14480,6580,7900,3399,4561,127,134
50,1,101,Alabama,Montgomery County,12,13,13919,6215,7704,3196,4301,83,107
50,1,101,Alabama,Montgomery County,12,14,11968,5079,6889,2450,3563,74,75
50,1,101,Alabama,Montgomery County,12,15,8938,4034,4904,1697,2155,32,40
50,1,101,Alabama,Montgomery County,12,16,6109,2554,3555,943,1435,20,35
50,1,101,Alabama,Montgomery County,12,17,4139,1572,2567,593,1039,24,16
50,1,101,Alabama,Montgomery County,12,18,4127,1443,2684,481,1045,14,16
50,1,103,Alabama,Morgan County,12,0,119679,58888,60791,7537,8128,5660,4806
50,1,103,Alabama,Morgan County,12,1,7245,3668,3577,576,583,649,636
50,1,103,Alabama,Morgan County,12,2,7405,3797,3608,544,490,637,655
50,1,103,Alabama,Morgan County,12,3,7921,4087,3834,635,594,650,597
50,1,103,Alabama,Morgan County,12,4,7333,3767,3566,496,514,534,480
50,1,103,Alabama,Morgan County,12,5,6742,3451,3291,559,559,356,313
50,1,103,Alabama,Morgan County,12,6,7586,3824,3762,598,656,398,321
50,1,103,Alabama,Morgan County,12,7,7130,3611,3519,551,579,504,339
50,1,103,Alabama,Morgan County,12,8,7331,3701,3630,492,517,501,386
50,1,103,Alabama,Morgan County,12,9,7121,3538,3583,483,539,424,326
50,1,103,Alabama,Morgan County,12,10,7681,3886,3795,533,555,324,217
50,1,103,Alabama,Morgan County,12,11,8302,4083,4219,585,544,256,192
50,1,103,Alabama,Morgan County,12,12,8599,4297,4302,472,523,164,120
50,1,103,Alabama,Morgan County,12,13,7942,3815,4127,376,496,97,88
50,1,103,Alabama,Morgan County,12,14,6798,3116,3682,299,399,75,53
50,1,103,Alabama,Morgan County,12,15,5620,2535,3085,175,238,29,29
50,1,103,Alabama,Morgan County,12,16,4091,1836,2255,80,147,27,29
50,1,103,Alabama,Morgan County,12,17,2612,1074,1538,40,97,16,14
50,1,103,Alabama,Morgan County,12,18,2220,802,1418,43,98,19,11
50,1,105,Alabama,Perry County,12,0,8923,4152,4771,2764,3299,69,75
50,1,105,Alabama,Perry County,12,1,507,276,231,209,166,7,6
50,1,105,Alabama,Perry County,12,2,498,246,252,184,195,5,8
50,1,105,Alabama,Perry County,12,3,517,269,248,221,203,1,1
50,1,105,Alabama,Perry County,12,4,849,457,392,239,253,24,11
50,1,105,Alabama,Perry County,12,5,760,375,385,232,215,11,7
50,1,105,Alabama,Perry County,12,6,536,248,288,193,233,1,2
50,1,105,Alabama,Perry County,12,7,425,202,223,146,170,0,2
50,1,105,Alabama,Perry County,12,8,457,193,264,154,207,3,7
50,1,105,Alabama,Perry County,12,9,434,184,250,145,193,0,4
50,1,105,Alabama,Perry County,12,10,507,235,272,167,199,0,3
50,1,105,Alabama,Perry County,12,11,479,232,247,149,179,4,1
50,1,105,Alabama,Perry County,12,12,543,238,305,159,219,4,4
50,1,105,Alabama,Perry County,12,13,616,281,335,176,232,4,10
50,1,105,Alabama,Perry County,12,14,503,210,293,122,200,2,3
50,1,105,Alabama,Perry County,12,15,430,182,248,107,139,1,2
50,1,105,Alabama,Perry County,12,16,360,150,210,72,119,1,1
50,1,105,Alabama,Perry County,12,17,265,109,156,56,80,0,0
50,1,105,Alabama,Perry County,12,18,237,65,172,33,97,1,3
50,1,107,Alabama,Pickens County,12,0,19930,10014,9916,3798,4167,666,378
50,1,107,Alabama,Pickens County,12,1,1026,542,484,256,226,12,25
50,1,107,Alabama,Pickens County,12,2,1038,552,486,236,238,27,24
50,1,107,Alabama,Pickens County,12,3,1083,567,516,250,228,28,20
50,1,107,Alabama,Pickens County,12,4,1186,646,540,285,245,33,33
50,1,107,Alabama,Pickens County,12,5,1202,692,510,333,246,69,21
50,1,107,Alabama,Pickens County,12,6,1379,710,669,302,296,106,54
50,1,107,Alabama,Pickens County,12,7,1319,725,594,284,240,110,46
50,1,107,Alabama,Pickens County,12,8,1262,640,622,217,303,78,11
50,1,107,Alabama,Pickens County,12,9,1069,509,560,157,247,47,38
50,1,107,Alabama,Pickens County,12,10,1323,641,682,239,282,76,40
50,1,107,Alabama,Pickens County,12,11,1307,605,702,205,280,15,30
50,1,107,Alabama,Pickens County,12,12,1518,772,746,244,313,52,8
50,1,107,Alabama,Pickens County,12,13,1332,642,690,242,270,3,13
50,1,107,Alabama,Pickens County,12,14,1212,598,614,205,258,4,5
50,1,107,Alabama,Pickens County,12,15,984,453,531,133,181,3,6
50,1,107,Alabama,Pickens County,12,16,726,327,399,95,121,2,0
50,1,107,Alabama,Pickens County,12,17,534,231,303,65,87,1,2
50,1,107,Alabama,Pickens County,12,18,430,162,268,50,106,0,2
50,1,109,Alabama,Pike County,12,0,33114,15919,17195,5714,6815,424,378
50,1,109,Alabama,Pike County,12,1,1751,930,821,404,356,36,27
50,1,109,Alabama,Pike County,12,2,1752,917,835,370,341,46,38
50,1,109,Alabama,Pike County,12,3,1762,927,835,383,396,28,28
50,1,109,Alabama,Pike County,12,4,2908,1300,1608,600,613,41,37
50,1,109,Alabama,Pike County,12,5,5544,2686,2858,896,1151,61,61
50,1,109,Alabama,Pike County,12,6,2352,1311,1041,515,490,33,25
50,1,109,Alabama,Pike County,12,7,1624,810,814,306,343,31,19
50,1,109,Alabama,Pike County,12,8,1734,829,905,308,371,49,31
50,1,109,Alabama,Pike County,12,9,1585,705,880,230,371,22,31
50,1,109,Alabama,Pike County,12,10,1667,803,864,284,382,25,22
50,1,109,Alabama,Pike County,12,11,1646,740,906,213,365,22,16
50,1,109,Alabama,Pike County,12,12,1886,865,1021,329,407,8,10
50,1,109,Alabama,Pike County,12,13,1872,871,1001,317,393,12,5
50,1,109,Alabama,Pike County,12,14,1484,702,782,208,283,4,6
50,1,109,Alabama,Pike County,12,15,1369,637,732,157,208,2,6
50,1,109,Alabama,Pike County,12,16,947,429,518,84,133,2,5
50,1,109,Alabama,Pike County,12,17,662,274,388,61,106,1,4
50,1,109,Alabama,Pike County,12,18,569,183,386,49,106,1,7
50,1,111,Alabama,Randolph County,12,0,22722,11078,11644,2060,2310,358,324
50,1,111,Alabama,Randolph County,12,1,1278,654,624,142,133,40,35
50,1,111,Alabama,Randolph County,12,2,1318,658,660,154,129,51,54
50,1,111,Alabama,Randolph County,12,3,1386,706,680,141,161,37,38
50,1,111,Alabama,Randolph County,12,4,1437,778,659,170,157,21,38
50,1,111,Alabama,Randolph County,12,5,1287,647,640,138,145,21,29
50,1,111,Alabama,Randolph County,12,6,1324,662,662,167,136,33,14
50,1,111,Alabama,Randolph County,12,7,1145,535,610,115,133,17,10
50,1,111,Alabama,Randolph County,12,8,1188,555,633,120,163,25,29
50,1,111,Alabama,Randolph County,12,9,1223,600,623,118,131,24,22
50,1,111,Alabama,Randolph County,12,10,1440,695,745,127,147,24,16
50,1,111,Alabama,Randolph County,12,11,1556,764,792,126,149,12,12
50,1,111,Alabama,Randolph County,12,12,1739,843,896,128,169,16,6
50,1,111,Alabama,Randolph County,12,13,1660,805,855,139,138,18,5
50,1,111,Alabama,Randolph County,12,14,1469,746,723,91,137,10,3
50,1,111,Alabama,Randolph County,12,15,1259,601,658,72,94,4,6
50,1,111,Alabama,Randolph County,12,16,935,427,508,58,90,3,2
50,1,111,Alabama,Randolph County,12,17,576,238,338,34,47,1,2
50,1,111,Alabama,Randolph County,12,18,502,164,338,20,51,1,3
50,1,113,Alabama,Russell County,12,0,57961,27767,30194,12317,14047,1712,1666
50,1,113,Alabama,Russell County,12,1,4018,1979,2039,890,864,192,245
50,1,113,Alabama,Russell County,12,2,3926,2028,1898,920,833,189,228
50,1,113,Alabama,Russell County,12,3,3888,2001,1887,978,908,180,157
50,1,113,Alabama,Russell County,12,4,3450,1785,1665,904,908,140,106
50,1,113,Alabama,Russell County,12,5,3331,1596,1735,821,913,99,119
50,1,113,Alabama,Russell County,12,6,4650,2259,2391,986,1082,131,121
50,1,113,Alabama,Russell County,12,7,4069,1950,2119,820,995,159,152
50,1,113,Alabama,Russell County,12,8,3824,1831,1993,800,971,188,150
50,1,113,Alabama,Russell County,12,9,3481,1676,1805,753,982,141,110
50,1,113,Alabama,Russell County,12,10,3563,1712,1851,822,950,93,77
50,1,113,Alabama,Russell County,12,11,3658,1785,1873,833,942,62,52
50,1,113,Alabama,Russell County,12,12,3923,1880,2043,838,939,53,28
50,1,113,Alabama,Russell County,12,13,3591,1696,1895,713,865,32,42
50,1,113,Alabama,Russell County,12,14,2899,1312,1587,517,646,20,35
50,1,113,Alabama,Russell County,12,15,2307,1008,1299,333,508,14,18
50,1,113,Alabama,Russell County,12,16,1533,633,900,192,324,3,14
50,1,113,Alabama,Russell County,12,17,976,403,573,132,201,11,10
50,1,113,Alabama,Russell County,12,18,874,233,641,65,216,5,2
50,1,115,Alabama,St. Clair County,12,0,89512,44352,45160,4535,4115,1093,1092
50,1,115,Alabama,St. Clair County,12,1,5200,2590,2610,237,253,96,97
50,1,115,Alabama,St. Clair County,12,2,5640,2945,2695,277,248,103,127
50,1,115,Alabama,St. Clair County,12,3,5957,3150,2807,280,266,110,123
50,1,115,Alabama,St. Clair County,12,4,5142,2684,2458,260,255,120,106
50,1,115,Alabama,St. Clair County,12,5,4552,2352,2200,306,225,80,67
50,1,115,Alabama,St. Clair County,12,6,5858,3025,2833,426,276,56,71
50,1,115,Alabama,St. Clair County,12,7,5978,3051,2927,461,303,112,76
50,1,115,Alabama,St. Clair County,12,8,5951,2943,3008,376,332,88,81
50,1,115,Alabama,St. Clair County,12,9,5622,2761,2861,358,333,92,76
50,1,115,Alabama,St. Clair County,12,10,6144,3054,3090,358,331,77,86
50,1,115,Alabama,St. Clair County,12,11,6048,3079,2969,352,285,52,44
50,1,115,Alabama,St. Clair County,12,12,6431,3139,3292,295,299,46,42
50,1,115,Alabama,St. Clair County,12,13,5906,2845,3061,213,238,20,36
50,1,115,Alabama,St. Clair County,12,14,4966,2268,2698,124,195,12,13
50,1,115,Alabama,St. Clair County,12,15,4135,1933,2202,98,126,16,17
50,1,115,Alabama,St. Clair County,12,16,2925,1325,1600,72,81,4,10
50,1,115,Alabama,St. Clair County,12,17,1724,718,1006,31,43,4,11
50,1,115,Alabama,St. Clair County,12,18,1333,490,843,11,26,5,9
50,1,117,Alabama,Shelby County,12,0,217702,105203,112499,13458,15539,6469,6166
50,1,117,Alabama,Shelby County,12,1,12283,6149,6134,903,929,700,693
50,1,117,Alabama,Shelby County,12,2,13716,6902,6814,931,947,709,697
50,1,117,Alabama,Shelby County,12,3,15165,7771,7394,1114,1004,748,734
50,1,117,Alabama,Shelby County,12,4,14639,7324,7315,1054,1146,596,573
50,1,117,Alabama,Shelby County,12,5,12622,6196,6426,980,978,428,464
50,1,117,Alabama,Shelby County,12,6,12955,6377,6578,1055,1146,374,404
50,1,117,Alabama,Shelby County,12,7,13253,6299,6954,1015,1299,411,421
50,1,117,Alabama,Shelby County,12,8,14763,7155,7608,1172,1396,547,486
50,1,117,Alabama,Shelby County,12,9,14847,7239,7608,1034,1323,458,413
50,1,117,Alabama,Shelby County,12,10,15779,7673,8106,1006,1237,450,358
50,1,117,Alabama,Shelby County,12,11,14571,7086,7485,838,1040,352,270
50,1,117,Alabama,Shelby County,12,12,14823,7093,7730,758,916,257,228
50,1,117,Alabama,Shelby County,12,13,13562,6480,7082,608,716,172,138
50,1,117,Alabama,Shelby County,12,14,11852,5426,6426,458,687,96,94
50,1,117,Alabama,Shelby County,12,15,9313,4346,4967,305,317,60,58
50,1,117,Alabama,Shelby County,12,16,6151,2699,3452,113,191,27,49
50,1,117,Alabama,Shelby County,12,17,3798,1621,2177,62,120,47,37
50,1,117,Alabama,Shelby County,12,18,3610,1367,2243,52,147,37,49
50,1,119,Alabama,Sumter County,12,0,12427,5684,6743,4026,4847,78,71
50,1,119,Alabama,Sumter County,12,1,713,371,342,283,240,3,5
50,1,119,Alabama,Sumter County,12,2,613,325,288,233,226,6,5
50,1,119,Alabama,Sumter County,12,3,645,303,342,243,267,4,5
50,1,119,Alabama,Sumter County,12,4,1007,490,517,350,352,7,10
50,1,119,Alabama,Sumter County,12,5,1750,776,974,492,609,9,14
50,1,119,Alabama,Sumter County,12,6,857,421,436,296,309,4,5
50,1,119,Alabama,Sumter County,12,7,534,269,265,184,190,10,4
50,1,119,Alabama,Sumter County,12,8,513,234,279,159,220,4,3
50,1,119,Alabama,Sumter County,12,9,516,215,301,163,246,0,3
50,1,119,Alabama,Sumter County,12,10,650,293,357,222,291,10,2
50,1,119,Alabama,Sumter County,12,11,612,273,339,206,268,2,3
50,1,119,Alabama,Sumter County,12,12,846,373,473,280,380,5,4
50,1,119,Alabama,Sumter County,12,13,846,385,461,278,354,7,2
50,1,119,Alabama,Sumter County,12,14,782,386,396,270,297,3,0
50,1,119,Alabama,Sumter County,12,15,533,244,289,174,187,1,1
50,1,119,Alabama,Sumter County,12,16,364,131,233,79,152,1,0
50,1,119,Alabama,Sumter County,12,17,290,112,178,73,107,1,1
50,1,119,Alabama,Sumter County,12,18,356,83,273,41,152,1,4
50,1,121,Alabama,Talladega County,12,0,79978,38479,41499,12244,14167,1112,801
50,1,121,Alabama,Talladega County,12,1,4273,2236,2037,788,754,88,83
50,1,121,Alabama,Talladega County,12,2,4417,2239,2178,756,762,113,101
50,1,121,Alabama,Talladega County,12,3,4980,2388,2592,807,933,98,82
50,1,121,Alabama,Talladega County,12,4,5022,2435,2587,883,1084,78,79
50,1,121,Alabama,Talladega County,12,5,4893,2277,2616,829,1228,79,62
50,1,121,Alabama,Talladega County,12,6,5442,2758,2684,1079,1048,82,49
50,1,121,Alabama,Talladega County,12,7,4893,2451,2442,895,878,120,58
50,1,121,Alabama,Talladega County,12,8,4741,2282,2459,781,949,108,60
50,1,121,Alabama,Talladega County,12,9,4630,2233,2397,757,834,99,43
50,1,121,Alabama,Talladega County,12,10,5403,2605,2798,831,970,71,52
50,1,121,Alabama,Talladega County,12,11,5274,2606,2668,782,892,48,31
50,1,121,Alabama,Talladega County,12,12,5623,2671,2952,784,936,40,26
50,1,121,Alabama,Talladega County,12,13,5618,2642,2976,761,923,36,21
50,1,121,Alabama,Talladega County,12,14,4855,2308,2547,631,713,20,8
50,1,121,Alabama,Talladega County,12,15,4052,1900,2152,428,530,13,11
50,1,121,Alabama,Talladega County,12,16,2754,1248,1506,245,332,6,7
50,1,121,Alabama,Talladega County,12,17,1701,711,990,133,225,6,16
50,1,121,Alabama,Talladega County,12,18,1407,489,918,74,176,7,12
50,1,123,Alabama,Tallapoosa County,12,0,40367,19562,20805,5102,5799,558,463
50,1,123,Alabama,Tallapoosa County,12,1,2148,1098,1050,368,343,52,66
50,1,123,Alabama,Tallapoosa County,12,2,2356,1198,1158,433,356,55,86
50,1,123,Alabama,Tallapoosa County,12,3,2351,1223,1128,395,372,59,53
50,1,123,Alabama,Tallapoosa County,12,4,2183,1092,1091,340,339,47,40
50,1,123,Alabama,Tallapoosa County,12,5,2152,1105,1047,376,368,25,20
50,1,123,Alabama,Tallapoosa County,12,6,2508,1242,1266,352,449,34,19
50,1,123,Alabama,Tallapoosa County,12,7,2115,1037,1078,278,391,73,23
50,1,123,Alabama,Tallapoosa County,12,8,2089,953,1136,243,370,34,41
50,1,123,Alabama,Tallapoosa County,12,9,2035,969,1066,271,339,41,22
50,1,123,Alabama,Tallapoosa County,12,10,2439,1151,1288,317,364,44,25
50,1,123,Alabama,Tallapoosa County,12,11,2813,1323,1490,330,414,31,20
50,1,123,Alabama,Tallapoosa County,12,12,2993,1508,1485,361,360,16,18
50,1,123,Alabama,Tallapoosa County,12,13,3198,1517,1681,306,371,15,5
50,1,123,Alabama,Tallapoosa County,12,14,2918,1365,1553,282,339,12,7
50,1,123,Alabama,Tallapoosa County,12,15,2437,1156,1281,198,257,6,8
50,1,123,Alabama,Tallapoosa County,12,16,1734,818,916,126,157,8,2
50,1,123,Alabama,Tallapoosa County,12,17,1083,463,620,69,117,4,6
50,1,123,Alabama,Tallapoosa County,12,18,815,344,471,57,93,2,2
50,1,125,Alabama,Tuscaloosa County,12,0,209355,100780,108575,30731,37134,4421,3887
50,1,125,Alabama,Tuscaloosa County,12,1,12532,6427,6105,2345,2292,568,579
50,1,125,Alabama,Tuscaloosa County,12,2,12364,6250,6114,2333,2385,491,554
50,1,125,Alabama,Tuscaloosa County,12,3,11951,6098,5853,2395,2264,404,340
50,1,125,Alabama,Tuscaloosa County,12,4,17017,8238,8779,2665,2896,304,331
50,1,125,Alabama,Tuscaloosa County,12,5,23432,11537,11895,3203,3879,422,364
50,1,125,Alabama,Tuscaloosa County,12,6,16806,8287,8519,2916,3374,393,288
50,1,125,Alabama,Tuscaloosa County,12,7,14056,6954,7102,2116,2518,354,266
50,1,125,Alabama,Tuscaloosa County,12,8,13217,6428,6789,2063,2665,486,243
50,1,125,Alabama,Tuscaloosa County,12,9,11973,5697,6276,1738,2411,265,284
50,1,125,Alabama,Tuscaloosa County,12,10,12240,5809,6431,1666,2382,220,153
50,1,125,Alabama,Tuscaloosa County,12,11,11216,5340,5876,1423,2045,155,127
50,1,125,Alabama,Tuscaloosa County,12,12,11926,5750,6176,1598,1948,137,99
50,1,125,Alabama,Tuscaloosa County,12,13,11836,5530,6306,1557,2008,101,69
50,1,125,Alabama,Tuscaloosa County,12,14,10272,4756,5516,1249,1584,55,83
50,1,125,Alabama,Tuscaloosa County,12,15,7418,3401,4017,698,977,18,35
50,1,125,Alabama,Tuscaloosa County,12,16,4836,2080,2756,368,623,23,17
50,1,125,Alabama,Tuscaloosa County,12,17,3085,1210,1875,219,401,8,16
50,1,125,Alabama,Tuscaloosa County,12,18,3178,988,2190,179,482,17,39
50,1,127,Alabama,Walker County,12,0,63521,30982,32539,1845,2089,923,758
50,1,127,Alabama,Walker County,12,1,3854,2001,1853,141,143,174,149
50,1,127,Alabama,Walker County,12,2,3949,2006,1943,126,155,92,113
50,1,127,Alabama,Walker County,12,3,3877,1983,1894,119,138,92,83
50,1,127,Alabama,Walker County,12,4,3770,1988,1782,153,147,83,52
50,1,127,Alabama,Walker County,12,5,3548,1770,1778,160,143,47,45
50,1,127,Alabama,Walker County,12,6,4162,2101,2061,173,139,66,47
50,1,127,Alabama,Walker County,12,7,3512,1749,1763,115,126,48,28
50,1,127,Alabama,Walker County,12,8,3454,1706,1748,118,121,80,38
50,1,127,Alabama,Walker County,12,9,3734,1749,1985,138,149,60,52
50,1,127,Alabama,Walker County,12,10,4081,2090,1991,86,120,64,30
50,1,127,Alabama,Walker County,12,11,4130,2095,2035,95,119,39,24
50,1,127,Alabama,Walker County,12,12,4530,2193,2337,105,166,32,23
50,1,127,Alabama,Walker County,12,13,4511,2084,2427,110,137,15,16
50,1,127,Alabama,Walker County,12,14,3931,1891,2040,85,97,5,12
50,1,127,Alabama,Walker County,12,15,3398,1490,1908,59,71,8,12
50,1,127,Alabama,Walker County,12,16,2383,1039,1344,39,49,6,16
50,1,127,Alabama,Walker County,12,17,1641,657,984,14,47,5,11
50,1,127,Alabama,Walker County,12,18,1056,390,666,9,22,7,7
50,1,129,Alabama,Washington County,12,0,16326,8001,8325,1812,1992,138,126
50,1,129,Alabama,Washington County,12,1,903,415,488,111,125,9,13
50,1,129,Alabama,Washington County,12,2,915,483,432,99,101,11,11
50,1,129,Alabama,Washington County,12,3,1066,548,518,106,100,14,14
50,1,129,Alabama,Washington County,12,4,1085,598,487,131,124,13,7
50,1,129,Alabama,Washington County,12,5,952,492,460,141,133,9,11
50,1,129,Alabama,Washington County,12,6,1017,532,485,160,135,9,9
50,1,129,Alabama,Washington County,12,7,796,405,391,104,85,6,5
50,1,129,Alabama,Washington County,12,8,923,429,494,92,121,15,7
50,1,129,Alabama,Washington County,12,9,875,416,459,94,104,8,5
50,1,129,Alabama,Washington County,12,10,1063,518,545,109,128,8,10
50,1,129,Alabama,Washington County,12,11,1109,532,577,107,146,6,6
50,1,129,Alabama,Washington County,12,12,1247,622,625,146,142,6,4
50,1,129,Alabama,Washington County,12,13,1156,558,598,132,158,6,3
50,1,129,Alabama,Washington County,12,14,1029,461,568,95,159,3,5
50,1,129,Alabama,Washington County,12,15,870,426,444,82,106,4,1
50,1,129,Alabama,Washington County,12,16,603,263,340,48,47,3,7
50,1,129,Alabama,Washington County,12,17,382,176,206,33,39,1,1
50,1,129,Alabama,Washington County,12,18,335,127,208,22,39,7,7
50,1,131,Alabama,Wilcox County,12,0,10373,4922,5451,3433,3938,80,69
50,1,131,Alabama,Wilcox County,12,1,654,329,325,260,262,8,6
50,1,131,Alabama,Wilcox County,12,2,649,326,323,278,251,5,13
50,1,131,Alabama,Wilcox County,12,3,656,319,337,241,273,8,5
50,1,131,Alabama,Wilcox County,12,4,770,390,380,295,297,13,4
50,1,131,Alabama,Wilcox County,12,5,680,359,321,259,246,7,4
50,1,131,Alabama,Wilcox County,12,6,598,303,295,233,247,6,1
50,1,131,Alabama,Wilcox County,12,7,545,261,284,195,225,6,4
50,1,131,Alabama,Wilcox County,12,8,547,240,307,179,240,3,4
50,1,131,Alabama,Wilcox County,12,9,563,241,322,169,238,6,1
50,1,131,Alabama,Wilcox County,12,10,609,280,329,187,250,5,6
50,1,131,Alabama,Wilcox County,12,11,613,271,342,193,247,1,4
50,1,131,Alabama,Wilcox County,12,12,683,313,370,205,262,4,3
50,1,131,Alabama,Wilcox County,12,13,701,337,364,211,234,2,2
50,1,131,Alabama,Wilcox County,12,14,679,347,332,196,211,3,4
50,1,131,Alabama,Wilcox County,12,15,574,275,299,166,173,1,3
50,1,131,Alabama,Wilcox County,12,16,350,163,187,79,101,1,1
50,1,131,Alabama,Wilcox County,12,17,257,97,160,44,75,0,2
50,1,131,Alabama,Wilcox County,12,18,245,71,174,43,106,1,2
50,1,133,Alabama,Winston County,12,0,23629,11627,12002,132,104,413,368
50,1,133,Alabama,Winston County,12,1,1264,633,631,14,19,42,49
50,1,133,Alabama,Winston County,12,2,1262,683,579,9,8,35,47
50,1,133,Alabama,Winston County,12,3,1391,700,691,6,7,42,46
50,1,133,Alabama,Winston County,12,4,1358,697,661,15,11,41,36
50,1,133,Alabama,Winston County,12,5,1262,633,629,4,8,30,29
50,1,133,Alabama,Winston County,12,6,1312,630,682,7,4,19,17
50,1,133,Alabama,Winston County,12,7,1195,595,600,10,3,23,22
50,1,133,Alabama,Winston County,12,8,1269,609,660,7,5,43,24
50,1,133,Alabama,Winston County,12,9,1329,688,641,20,5,55,29
50,1,133,Alabama,Winston County,12,10,1573,817,756,7,6,20,22
50,1,133,Alabama,Winston County,12,11,1680,856,824,7,3,20,11
50,1,133,Alabama,Winston County,12,12,1843,910,933,6,9,8,14
50,1,133,Alabama,Winston County,12,13,1724,852,872,6,3,12,6
50,1,133,Alabama,Winston County,12,14,1543,762,781,11,6,8,5
50,1,133,Alabama,Winston County,12,15,1391,655,736,2,1,3,4
50,1,133,Alabama,Winston County,12,16,1014,442,572,1,1,1,0
50,1,133,Alabama,Winston County,12,17,628,267,361,0,2,2,4
50,1,133,Alabama,Winston County,12,18,591,198,393,0,3,9,3
50,2,13,Alaska,Aleutians East Borough,12,0,3337,2253,1084,308,32,375,118
50,2,13,Alaska,Aleutians East Borough,12,1,68,39,29,1,2,5,3
50,2,13,Alaska,Aleutians East Borough,12,2,80,35,45,1,3,5,9
50,2,13,Alaska,Aleutians East Borough,12,3,68,36,32,2,2,3,3
50,2,13,Alaska,Aleutians East Borough,12,4,68,45,23,3,1,3,1
50,2,13,Alaska,Aleutians East Borough,12,5,266,208,58,53,2,32,4
50,2,13,Alaska,Aleutians East Borough,12,6,294,229,65,63,9,40,10
50,2,13,Alaska,Aleutians East Borough,12,7,216,160,56,31,1,27,3
50,2,13,Alaska,Aleutians East Borough,12,8,290,209,81,33,1,29,7
50,2,13,Alaska,Aleutians East Borough,12,9,367,260,107,46,4,64,16
50,2,13,Alaska,Aleutians East Borough,12,10,397,277,120,32,0,65,27
50,2,13,Alaska,Aleutians East Borough,12,11,361,242,119,24,1,38,9
50,2,13,Alaska,Aleutians East Borough,12,12,301,187,114,10,2,36,13
50,2,13,Alaska,Aleutians East Borough,12,13,210,123,87,4,2,20,4
50,2,13,Alaska,Aleutians East Borough,12,14,109,60,49,1,2,5,6
50,2,13,Alaska,Aleutians East Borough,12,15,119,66,53,2,0,2,3
50,2,13,Alaska,Aleutians East Borough,12,16,64,40,24,0,0,1,0
50,2,13,Alaska,Aleutians East Borough,12,17,26,15,11,0,0,0,0
50,2,13,Alaska,Aleutians East Borough,12,18,33,22,11,2,0,0,0
50,2,16,Alaska,Aleutians West Census Area,12,0,5634,3716,1918,352,46,579,208
50,2,16,Alaska,Aleutians West Census Area,12,1,188,96,92,1,3,7,4
50,2,16,Alaska,Aleutians West Census Area,12,2,182,98,84,2,1,10,9
50,2,16,Alaska,Aleutians West Census Area,12,3,182,90,92,4,1,15,16
50,2,16,Alaska,Aleutians West Census Area,12,4,180,97,83,3,2,12,10
50,2,16,Alaska,Aleutians West Census Area,12,5,359,235,124,37,5,34,12
50,2,16,Alaska,Aleutians West Census Area,12,6,555,406,149,67,4,58,23
50,2,16,Alaska,Aleutians West Census Area,12,7,460,305,155,44,3,41,17
50,2,16,Alaska,Aleutians West Census Area,12,8,477,333,144,54,5,54,24
50,2,16,Alaska,Aleutians West Census Area,12,9,553,400,153,39,3,74,13
50,2,16,Alaska,Aleutians West Census Area,12,10,554,381,173,34,4,65,29
50,2,16,Alaska,Aleutians West Census Area,12,11,603,410,193,26,7,95,24
50,2,16,Alaska,Aleutians West Census Area,12,12,497,324,173,20,6,52,12
50,2,16,Alaska,Aleutians West Census Area,12,13,425,284,141,12,2,39,12
50,2,16,Alaska,Aleutians West Census Area,12,14,239,150,89,4,0,17,2
50,2,16,Alaska,Aleutians West Census Area,12,15,116,70,46,5,0,5,1
50,2,16,Alaska,Aleutians West Census Area,12,16,31,18,13,0,0,0,0
50,2,16,Alaska,Aleutians West Census Area,12,17,16,9,7,0,0,1,0
50,2,16,Alaska,Aleutians West Census Area,12,18,17,10,7,0,0,0,0
50,2,20,Alaska,Anchorage Municipality,12,0,288000,146468,141532,9191,8004,13854,13138
50,2,20,Alaska,Anchorage Municipality,12,1,19958,10157,9801,616,643,1425,1340
