date, pm25, o3, no2, so2, co
2020/5/25, 36, 21, 6, 1, 1
2020/5/26, 27, 26, 4, 1, 1
2020/5/27, 20, 32, 6, 1, 1
2020/5/28, 30, 32, 9, 1, 1
2020/5/29, 34, 34, 5, 1, 1
2020/5/30, 37, 23, 5, 1, 1
2020/5/31, 35, 21, 2, 1, 1
2020/6/1, 22, 28, 3, 1, 1
2020/4/2, 23, 27, 6, 1, 1
2020/4/3, 33, 27, 2, 1, 1
2020/4/4, 25, 28, 3, 1, 1
2020/4/5, 32, 26, 3, 1, 1
2020/4/6, 25, 29, 6, 1, 1
2020/4/7, 34, 30, 7, 1, 1
2020/4/8, 42, 31, 8, 1, 2
2020/4/9, 51, 33, 6, 1, 1
2020/4/10, 49, 27, 6, 1, 1
2020/4/11, 45, 35, 2, 1, 1
2020/4/12, 33, 37, 3, 1, 1
2020/4/13, 36, 35, 6, 1, 1
2020/4/14, 36, 32, 5, 1, 1
2020/4/15, 38, 34, 4, 1, 1
2020/4/16, 26, 32, 7, 1, 1
2020/4/17, 38, 30, 9, 1, 2
2020/4/18, 40, 25, 6, 1, 1
2020/4/19, 29, 27, 1, 1, 1
2020/4/20, 20, 27, 4, 1, 1
2020/4/21, 32, 27, 1, 1, 1
2020/4/22, 23, 21, 6, 1, 1
2020/4/23, 25, 23, 5, 1, 1
2020/4/24, 23, 21, 8, 1, 1
2020/4/25, 31, 32, 5, 1, 1
2020/4/26, 37, 32, 2, 1, 1
2020/4/27, 36, 30, 2, 1, 1
2020/4/28, 26, 23, 8, 1, 1
2020/4/29, 38, 24, 4, 1, 1
2020/4/30, 30, 30, 1, 1, 1
2020/5/1, 23, 34, 3, 1, 1
2020/3/2, 41, 24, 7, , 2
2020/3/3, 35, 25, 4, 1, 1
2020/3/4, 22, 28, 9, 1, 2
2020/3/5, 40, 25, 8, 1, 2
2020/3/6, 38, 26, 11, 1, 2
2020/3/7, 22, 27, 10, 1, 2
2020/3/8, 33, 27, 8, 1, 2
2020/3/9, 32, 18, 9, 1, 2
2020/3/10, 43, 29, 8, 1, 1
2020/3/11, 35, 28, 5, 1, 1
2020/3/12, 26, 25, 9, 1, 2
2020/3/13, 38, 28, 5, 1, 1
2020/3/14, 31, 27, 2, 1, 1
2020/3/15, 29, 30, 3, 1, 1
2020/3/16, 27, 26, 7, 1, 2
2020/3/17, 38, 16, 15, 1, 2
2020/3/18, 56, 24, 17, 1, 2
2020/3/19, 60, 23, 16, 1, 2
2020/3/20, 70, 32, 12, 1, 2
2020/3/21, 63, 19, 15, 1, 1
2020/3/22, 62, 31, 6, 1, 2
2020/3/23, 62, 30, 3, 1, 1
2020/3/24, 28, 26, 6, 1, 1
2020/3/25, 25, 23, 8, 1, 1
2020/3/26, 29, 34, 5, 1, 1
2020/3/27, 43, 30, 5, 1, 1
2020/3/28, 41, 28, 3, 1, 1
2020/3/29, 28, 30, 1, 1, 1
2020/3/30, 20, 29, 2, 1, 1
2020/3/31, 23, 30, 3, 1, 1
2020/4/1, 21, 28, 5, 1, 1
2020/2/2, 20, 27, 8, 1, 2
2020/2/3, 34, 24, 10, 1, 2
2020/2/4, 31, 12, 17, 1, 3
2020/2/5, 42, 22, 11, , 2
2020/2/6, 27, 23, 12, , 2
2020/2/7, 32, 31, 8, , 2
2020/2/8, 33, 27, 3, , 1
2020/2/9, 25, , , , 
2020/2/10, 37, , , , 
2020/2/11, 49, , , , 
2020/2/12, 52, , , , 
2020/2/13, 47, , , , 
2020/2/14, 40, , , , 
2020/2/15, 30, , , , 
2020/2/16, 27, , , , 
2020/2/17, 25, , , , 
2020/2/18, 34, , , , 
2020/2/19, 33, , , , 
2020/2/20, 39, , , , 
2020/2/21, 50, , , , 
2020/2/22, 54, , , , 
2020/2/23, 34, , , , 
2020/2/24, 34, 30, 6, , 2
2020/2/25, 35, 18, 15, 1, 3
2020/2/26, 48, 22, 15, , 2
2020/2/27, 38, 19, 12, , 2
2020/2/28, 38, 28, 8, , 2
2020/2/29, 49, 31, 3, , 1
2020/3/1, 27, 26, 6, , 2
2020/1/2, 20, 27, 9, 1, 2
2020/1/3, 31, 23, 15, 2, 2
2020/1/4, 36, 31, 4, 53, 1
2020/1/5, 32, 27, 4, 47, 1
2020/1/6, 27, 24, 5, , 1
2020/1/7, 34, 26, 6, 1, 1
2020/1/8, 27, 27, 6, 1, 1
2020/1/9, 24, 10, 16, 1, 3
2020/1/10, 53, 22, 8, 1, 2
2020/1/11, 37, 29, 4, , 1
2020/1/12, 32, 29, 2, 1, 1
2020/1/13, 22, 24, 9, 1, 2
2020/1/14, 29, 23, 7, 1, 2
2020/1/15, 35, 29, 5, , 1
2020/1/16, 25, 26, 9, 1, 2
2020/1/17, 31, 23, 12, 1, 2
2020/1/18, 43, 27, 6, 1, 2
2020/1/19, 24, 23, 9, 1, 2
2020/1/20, 36, 21, 16, 1, 3
2020/1/21, 46, 26, 10, 1, 2
2020/1/22, 41, 25, 9, 1, 2
2020/1/23, 35, 17, 14, 1, 2
2020/1/24, 32, 25, 10, 1, 2
2020/1/25, 27, 18, 7, , 2
2020/1/26, 32, 28, 5, 1, 1
2020/1/27, 29, 25, 7, , 2
2020/1/28, 25, 25, 10, 1, 2
2020/1/29, 26, 17, 13, 1, 2
2020/1/30, 33, 13, 12, 1, 2
2020/1/31, 45, 23, 5, 1, 1
2020/2/1, 30, 29, 2, 1, 1
2019/10/2, 36, 13, 15, 1, 3
2019/10/3, 46, 24, 12, 1, 2
2019/10/4, 37, 22, 9, , 2
2019/10/5, 33, 17, 10, 1, 2
2019/10/6, 31, 15, 8, 1, 2
2019/10/7, 36, 24, 7, 1, 2
2019/10/8, 29, 24, 6, 1, 1
2019/10/9, 24, 19, 6, , 2
2019/10/10, 26, 14, 9, , 2
2019/10/11, 40, 19, 12, 1, 2
2019/10/12, 45, 12, 17, 1, 3
2019/10/13, 54, 15, 14, 1, 2
2019/10/14, 52, 16, 16, 1, 2
2019/10/15, 52, 11, 16, 1, 3
2019/10/16, 62, 19, 13, 1, 3
2019/10/17, 55, 24, 7, , 1
2019/10/18, 50, 22, 8, , 2
2019/10/19, 42, 23, 7, , 2
2019/10/20, 23, 23, 6, , 1
2019/10/21, 32, 23, 8, , 1
2019/10/22, 47, 23, 5, , 1
2019/10/23, 41, 15, 8, , 2
2019/10/24, 42, 4, 15, 2, 4
2019/10/25, 58, 18, 12, 1, 3
2019/10/26, 46, 21, 7, 1, 2
2019/10/27, 37, 18, 6, , 2
2019/10/28, 36, 13, 10, 1, 2
2019/10/29, 50, 26, 6, , 2
2019/10/30, 38, 15, 12, 1, 2
2019/10/31, 49, 7, 21, 2, 4
2019/11/1, 66, 10, 14, 1, 3
2019/11/2, 61, 11, 14, 1, 3
2019/11/3, 59, 13, 11, 1, 3
2019/11/4, 65, 9, 10, , 3
2019/11/5, 69, 8, 11, 1, 3
2019/11/6, 60, 4, 12, 1, 3
2019/11/7, 62, 1, 16, 1, 4
2019/11/8, 65, 11, 14, 2, 4
2019/11/9, 70, 12, 10, , 2
2019/11/10, 60, 8, 10, , 2
2019/11/11, 56, 5, 13, 1, 3
2019/11/12, 52, 5, 13, 1, 3
2019/11/13, 54, 9, 10, 1, 3
2019/11/14, 60, 1, 14, 2, 3
2019/11/15, 72, 22, 8, 1, 2
2019/11/16, 44, 11, 12, 1, 3
2019/11/17, 46, 16, 9, , 2
2019/11/18, 38, 16, 10, 1, 2
2019/11/19, 43, 18, 7, , 2
2019/11/20, 32, 11, 9, , 2
2019/11/21, 44, 2, 14, 2, 4
2019/11/22, 63, 1, 17, 2, 6
2019/11/23, 89, 21, 10, 2, 4
2019/11/24, 67, 23, 6, , 2
2019/11/25, 36, 23, 9, 1, 2
2019/11/26, 31, 24, 6, , 2
2019/11/27, 30, 25, 6, , 2
2019/11/28, 28, 20, 6, , 2
2019/11/29, 34, 16, 10, , 2
2019/11/30, 45, 19, 10, 1, 3
2019/12/1, 66, 23, 9, 1, 2
2019/12/2, 32, 12, 18, 2, 4
2019/12/3, 61, 7, 17, 2, 3
2019/12/4, 57, 12, 13, 1, 2
2019/12/5, 52, 15, 11, 2, 3
2019/12/6, 63, 3, 14, 2, 5
2019/12/7, 62, 13, 10, 1, 3
2019/12/8, 42, 10, 10, 1, 2
2019/12/9, 45, 6, 9, , 2
2019/12/10, 56, 1, 13, 1, 3
2019/12/11, 59, 10, 14, 1, 3
2019/12/12, 50, 28, 8, 1, 2
2019/12/13, 39, 25, 10, 1, 2
2019/12/14, 27, 17, 10, , 2
2019/12/15, 32, 16, 10, , 2
2019/12/16, 37, 13, 12, 1, 2
2019/12/17, 39, 10, 19, 2, 4
2019/12/18, 66, 11, 19, 2, 4
2019/12/19, 67, 21, 10, 1, 2
2019/12/20, 41, 28, 16, 1, 2
2019/12/21, 35, 27, 7, , 2
2019/12/22, 27, 16, 6, , 2
2019/12/23, 33, 12, 13, 1, 2
2019/12/24, 39, 8, 15, , 3
2019/12/25, 43, 7, 11, , 3
2019/12/26, 47, 2, 15, , 4
2019/12/27, 72, 13, 11, 36, 3
2019/12/28, 48, 9, 10, 1, 2
2019/12/29, 52, , , , 
2019/12/30, 46, , , , 
2019/7/2, 32, 21, 6, 1, 1
2019/7/3, 22, 14, 8, 1, 2
2019/7/4, 24, 22, 11, 2, 2
2019/7/5, 29, 19, 8, 2, 1
2019/7/6, 34, 23, 7, 1, 1
2019/7/7, 23, 21, 4, 1, 1
2019/7/8, 28, 27, 13, 2, 2
2019/7/9, 31, 23, 13, 2, 2
2019/7/10, 40, 11, 6, 1, 1
2019/7/11, 25, 13, 8, 1, 1
2019/7/12, 25, 18, 10, 2, 1
2019/7/13, 27, 20, 5, 1, 1
2019/7/14, 24, 29, 6, 1, 1
2019/7/15, 28, 23, 6, 1, 1
2019/7/16, 24, 20, 14, 2, 1
2019/7/17, 27, 16, 3, 1, 1
2019/7/18, 20, 23, 3, 1, 1
2019/7/19, 23, 20, 4, 1, 1
2019/7/20, 24, 27, 7, 1, 1
2019/7/21, 23, 35, 7, 1, 1
2019/7/22, 31, 27, 7, 1, 1
2019/7/23, 25, 18, 6, 1, 1
2019/7/24, 26, 29, 4, 1, 1
2019/7/25, 24, 28, 6, 1, 1
2019/7/26, 25, 23, 8, 2, 1
2019/7/27, 24, 24, 4, 1, 1
2019/7/28, 23, 27, 3, 1, 1
2019/7/29, 21, 27, 9, 2, 1
2019/7/30, 29, 25, 8, , 1
2019/7/31, 24, 27, 12, 1, 1
2019/8/1, 29, 29, 6, 1, 1
2019/8/2, 22, 22, 7, 1, 1
2019/8/3, 28, 33, 5, 1, 2
2019/8/4, 52, 36, 7, 1, 2
2019/8/5, 50, 38, 17, 2, 3
2019/8/6, 56, 25, 16, 1, 2
2019/8/7, 45, 25, 7, 1, 2
2019/8/8, 41, 27, 2, 1, 1
2019/8/9, 28, 26, 9, 1, 2
2019/8/10, 28, 24, 13, 2, 2
2019/8/11, 30, 22, 3, 1, 1
2019/8/12, 27, 23, 10, 1, 2
2019/8/13, 24, 33, 10, 1, 2
2019/8/14, 27, 34, 10, 1, 2
2019/8/15, 32, 25, 8, 1, 1
2019/8/16, 26, 21, 4, 1, 1
2019/8/17, 37, 26, 3, 1, 1
2019/8/18, 31, 23, 7, 1, 1
2019/8/19, 25, 28, 6, 1, 1
2019/8/20, 25, 34, 12, 2, 2
2019/8/21, 37, 21, 8, 1, 2
2019/8/22, 39, 20, 11, 1, 2
2019/8/23, 33, 21, 11, 2, 3
2019/8/24, 44, 26, 5, 1, 2
2019/8/25, 34, 30, 6, 1, 1
2019/8/26, 29, 31, 5, 1, 2
2019/8/27, 50, 30, 7, 2, 2
2019/8/28, 44, 24, 12, 6, 2
2019/8/29, 38, 29, 10, 2, 2
2019/8/30, 47, 26, 9, 1, 1
2019/8/31, 40, 27, 10, 1, 2
2019/9/1, 36, 26, 4, 1, 1
2019/9/2, 23, 28, 7, 1, 2
2019/9/3, 25, 24, 17, 2, 2
2019/9/4, 42, 23, 11, , 1
2019/9/5, 41, 22, 12, 1, 2
2019/9/6, 49, 26, 11, 1, 2
2019/9/7, 40, 19, 8, 1, 1
2019/9/8, 28, 21, 5, , 1
2019/9/9, 22, 23, 6, , 1
2019/9/10, 22, 22, 10, , 2
2019/9/11, 29, 26, 8, 1, 2
2019/9/12, 27, 27, 6, 1, 2
2019/9/13, 30, 24, 4, 1, 1
2019/9/14, 26, 22, 5, , 1
2019/9/15, 31, 22, 6, , 1
2019/9/16, 28, 21, 8, 1, 2
2019/9/17, 31, 15, 6, 1, 2
2019/9/18, 27, 18, 10, 1, 2
2019/9/19, 26, 19, 14, 1, 2
2019/9/20, 36, 12, 10, 1, 2
2019/9/21, 34, 16, 6, 1, 1
2019/9/22, 31, 15, 5, , 1
2019/9/23, 31, 21, 6, 1, 1
2019/9/24, 51, 23, 7, 1, 1
2019/9/25, 33, 25, 9, 1, 2
2019/9/26, 63, 22, 8, 1, 1
2019/9/27, 29, 25, 4, , 1
2019/9/28, 30, 20, 4, , 1
2019/9/29, 20, 16, 5, , 2
2019/9/30, 21, 20, 5, , 2
2019/10/1, 30, 18, 10, 1, 2
2019/4/2, 44, 30, 10, 1, 2
2019/4/3, 35, 33, 7, 1, 2
2019/4/4, 34, 31, 8, 1, 2
2019/4/5, 40, 32, 6, 1, 2
2019/4/6, 33, 36, 4, 1, 2
2019/4/7, 30, 33, 4, 1, 2
2019/4/8, 24, 23, 11, 1, 2
2019/4/9, 35, 30, 5, 1, 2
2019/4/10, 24, 29, 6, 1, 2
2019/4/11, 28, 33, 4, 1, 2
2019/4/12, 21, 26, 12, 1, 2
2019/4/13, 27, 34, 3, , 1
2019/4/14, 25, 35, 2, , 1
2019/4/15, 25, 36, 7, 1, 2
2019/4/16, 22, 27, 8, 1, 2
2019/4/17, 29, 30, 3, 1, 1
2019/4/18, 22, 24, 8, 1, 2
2019/4/19, 25, 30, 6, 1, 2
2019/4/20, 26, 29, 5, 1, 2
2019/4/21, 30, 34, 9, 1, 1
2019/4/22, 36, 28, 9, 1, 2
2019/4/23, 43, 32, 4, 1, 1
2019/4/24, 29, 37, 5, 1, 1
2019/4/25, 34, 27, 9, 1, 2
2019/4/26, 38, 36, 8, 1, 2
2019/4/27, 38, 33, 3, 1, 1
2019/4/28, 24, 31, 5, 1, 2
2019/4/29, 30, 36, 4, 1, 2
2019/4/30, 25, 36, 6, 1, 2
2019/5/1, 30, 35, 6, 1, 2
2019/5/2, 40, 35, 5, 1, 1
2019/5/3, 38, 31, 9, 1, 2
2019/5/4, 31, 29, 9, 1, 2
2019/5/5, 29, 31, 8, 1, 2
2019/5/6, 33, 31, 9, 1, 2
2019/5/7, 34, 34, 9, 1, 2
2019/5/8, 32, 31, 13, 1, 2
2019/5/9, 42, 33, 6, 1, 2
2019/5/10, 36, 30, 23, 2, 3
2019/5/11, 46, 34, 16, 2, 3
2019/5/12, 48, 29, 6, 1, 1
2019/5/13, 29, 33, 8, 1, 1
2019/5/14, 40, 24, 8, 1, 1
2019/5/15, 36, 26, 14, 1, 2
2019/5/16, 26, 18, 12, 1, 2
2019/5/17, 44, 32, 3, 1, 1
2019/5/18, 22, 32, 7, 1, 2
2019/5/19, 28, 33, 8, 1, 1
2019/5/20, 26, 30, 4, 1, 1
2019/5/21, 27, 31, 4, 1, 2
2019/5/22, 32, 33, 10, 1, 2
2019/5/23, 46, 28, 12, 2, 2
2019/5/24, 46, 27, 3, 1, 1
2019/5/25, 42, 22, 6, 1, 1
2019/5/26, 28, 20, 8, 1, 2
2019/5/27, 40, 29, 6, 1, 2
2019/5/28, 44, 28, 3, 1, 2
2019/5/29, 58, 23, 10, 1, 2
2019/5/30, 46, 25, 16, 2, 2
2019/5/31, 48, 20, 19, 2, 2
2019/6/1, 52, 27, 12, 1, 1
2019/6/2, 49, 29, 5, 1, 1
2019/6/3, 41, 27, 6, 1, 1
2019/6/4, 39, 30, 11, 1, 1
2019/6/5, 33, 24, 7, 1, 1
2019/6/6, 30, 26, 4, 1, 1
2019/6/7, 26, 23, 4, 1, 1
2019/6/8, 25, 24, 4, 1, 1
2019/6/9, 23, 23, 5, , 1
2019/6/10, 25, 25, 5, , 2
2019/6/11, 20, 35, 7, 1, 2
2019/6/12, 29, 28, 16, 2, 2
2019/6/13, 37, 25, 7, 1, 1
2019/6/14, 40, 16, 3, 1, 1
2019/6/15, 21, , , , 
2019/6/16, 30, 17, 1, 1, 1
2019/6/17, 29, 25, 7, 1, 1
2019/6/18, 22, 16, 4, 1, 1
2019/6/19, 22, 23, 4, 1, 1
2019/6/20, 26, 22, 4, 1, 1
2019/6/21, 21, 24, 2, 1, 1
2019/6/22, 29, 18, 5, 1, 1
2019/6/23, 24, 21, 5, 1, 1
2019/6/24, 25, 25, 5, 1, 1
2019/6/25, 22, 29, 7, 1, 1
2019/6/26, 29, 29, 9, 1, 1
2019/6/27, 24, 26, 4, 1, 1
2019/6/28, 22, 28, 5, 1, 1
2019/6/29, 21, 30, 5, 1, 1
2019/6/30, 27, 33, 6, 1, 1
2019/7/1, 24, 30, 10, 2, 1
2019/1/2, 65, 10, 15, 1, 3
2019/1/3, 49, 23, 14, 1, 2
2019/1/4, 39, 27, 7, 1, 2
2019/1/5, 35, 11, 15, 2, 3
2019/1/6, 40, 29, 5, 1, 1
2019/1/7, 26, 24, 8, 1, 2
2019/1/8, 27, 21, 19, 1, 2
2019/1/9, 28, 19, 14, 1, 2
2019/1/10, 40, 18, 11, 1, 2
2019/1/11, 32, 13, 21, 2, 4
2019/1/12, 53, 15, 21, 2, 4
2019/1/13, 68, 5, 22, 2, 4
2019/1/14, 65, 6, 20, 2, 3
2019/1/15, 72, 3, 27, 3, 6
2019/1/16, 85, 14, 23, 3, 5
2019/1/17, 90, 25, 11, 2, 2
2019/1/18, 39, 26, 9, 1, 2
2019/1/19, 40, 28, 5, 1, 2
2019/1/20, 38, 20, 9, 1, 2
2019/1/21, 38, 12, 16, 1, 3
2019/1/22, 60, 21, 11, 1, 2
2019/1/23, 37, 25, 10, 1, 2
2019/1/24, 29, 10, 17, 2, 3
2019/1/25, 45, 9, 14, 2, 3
2019/1/26, 54, 9, 12, 1, 3
2019/1/27, 56, 10, 9, 1, 2
2019/1/28, 61, 12, 11, 1, 2
2019/1/29, 40, 12, 19, 1, 3
2019/1/30, 47, 3, 25, 3, 5
2019/1/31, 72, 8, 19, 2, 5
2019/2/1, 66, 20, 13, 1, 3
2019/2/2, 50, 24, 8, 1, 2
2019/2/3, 29, 29, 4, 1, 
2019/2/4, 28, 27, 3, 1, 
2019/2/5, 26, 26, 14, 2, 2
2019/2/6, 53, 16, 18, 1, 3
2019/2/7, 69, 18, 16, 1, 3
2019/2/8, 54, 17, 17, 1, 3
2019/2/9, 56, 27, 4, 1, 2
2019/2/10, 29, 25, 8, 1, 2
2019/2/11, 37, 28, 6, 1, 2
2019/2/12, 34, 27, 8, 1, 2
2019/2/13, 33, 22, 14, 1, 2
2019/2/14, 35, 17, 21, 1, 3
2019/2/15, 39, 26, 10, 1, 3
2019/2/16, 43, 16, 14, 1, 3
2019/2/17, 47, 17, 14, 1, 3
2019/2/18, 45, 3, 15, 1, 3
2019/2/19, 60, 23, 10, 1, 2
2019/2/20, 33, 20, 9, 1, 2
2019/2/21, 33, 19, 13, 1, 2
2019/2/22, 43, 21, 13, 1, 2
2019/2/23, 37, 28, 7, 1, 2
2019/2/24, 29, 30, 4, 1, 2
2019/2/25, 24, 29, 7, 1, 2
2019/2/26, 28, 32, 5, 1, 2
2019/2/27, 30, 30, 10, 1, 2
2019/2/28, 29, 28, 11, 1, 2
2019/3/1, 40, 27, 12, 1, 2
2019/3/2, 43, 32, 7, 1, 2
2019/3/3, 40, 36, 3, 1, 1
2019/3/4, 33, 35, 4, 1, 2
2019/3/5, 31, 33, 8, 1, 2
2019/3/6, 36, 26, 14, 1, 2
2019/3/7, 41, 27, 12, 1, 2
2019/3/8, 36, 24, 17, 1, 2
2019/3/9, 35, 27, 12, 1, 3
2019/3/10, 55, 26, 12, 2, 
2019/3/11, 55, 30, 9, 1, 2
2019/3/12, 46, 28, 9, 1, 2
2019/3/13, 29, 23, 14, 1, 2
2019/3/14, 37, 27, 10, 1, 2
2019/3/15, 37, 23, 11, 1, 3
2019/3/16, 45, 22, 15, 1, 3
2019/3/17, 42, 16, 10, 1, 2
2019/3/18, 44, 38, 9, 1, 2
2019/3/19, 32, 41, 7, 1, 2
2019/3/21, 32, 34, 8, 1, 2
2019/3/22, 37, 33, 12, 2, 2
2019/3/23, 38, 35, 8, 2, 1
2019/3/24, 35, 29, 12, 2, 
2019/3/25, 43, 28, 9, 2, 
2019/3/26, 37, 35, 9, 1, 2
2019/3/27, 22, 31, 8, 1, 2
2019/3/28, 26, 33, 12, 1, 2
2019/3/29, 26, 24, 16, 2, 3
2019/3/30, 44, 32, 11, 2, 
2019/3/31, 38, 33, 8, 1, 
2019/4/1, 42, 29, 10, 1, 2
2018/10/2, 29, 23, 5, 1, 1
2018/10/3, 26, 12, 9, 1, 2
2018/10/4, 35, 13, 13, 1, 2
2018/10/5, 35, 18, 10, 1, 2
2018/10/6, 40, 16, 5, 1, 2
2018/10/7, 42, 14, 7, 1, 2
2018/10/8, 43, 5, 16, 1, 3
2018/10/9, 47, 15, 8, 1, 2
2018/10/10, 31, 9, 13, 2, 4
2018/10/11, 56, 7, 12, 1, 3
2018/10/12, 51, 12, 12, 1, 3
2018/10/13, 56, 20, 5, 1, 2
2018/10/14, 41, 18, 9, 1, 2
2018/10/15, 35, 9, 13, 1, 2
2018/10/16, 34, 6, 17, 1, 3
2018/10/17, 46, 7, 26, 2, 5
2018/10/18, 73, 14, 24, 2, 4
2018/10/19, 69, 10, 22, 2, 4
2018/10/20, 83, 18, 7, 1, 2
2018/10/21, 70, 7, 13, 2, 3
2018/10/22, 86, 1, 21, 2, 6
2018/10/23, 91, 9, 16, 2, 5
2018/10/24, 78, 16, 15, 2, 2
2018/10/25, 49, 11, 16, 1, 3
2018/10/26, 42, 25, 7, 1, 2
2018/10/27, 31, 15, 11, 1, 2
2018/10/28, 51, 26, 6, 1, 1
2018/10/29, 23, 18, 11, 1, 2
2018/10/30, 33, 15, 14, 1, 2
2018/10/31, 48, 15, 9, 1, 2
2018/11/1, 35, 25, 4, 1, 1
2018/11/2, 30, 26, 4, 1, 1
2018/11/3, 31, 20, 7, 1, 2
2018/11/4, 36, , 2, 1, 1
2018/11/5, 30, 24, 5, 1, 2
2018/11/6, 30, 21, 10, 1, 2
2018/11/7, 29, 15, 13, , 2
2018/11/8, 30, 7, 13, 1, 3
2018/11/9, 55, 1, 15, 1, 4
2018/11/10, 64, 13, 11, 2, 3
2018/11/11, 54, 10, 8, 1, 2
2018/11/12, 46, 15, 20, 2, 3
2018/11/13, 64, 16, 16, 2, 3
2018/11/14, 64, 21, 15, 1, 3
2018/11/15, 71, 19, 11, 1, 2
2018/11/16, 53, 17, 8, 1, 2
2018/11/17, 37, 13, 8, 1, 2
2018/11/18, 33, 8, 13, 1, 3
2018/11/19, 42, 1, 19, 3, 5
2018/11/20, 81, 1, 22, 4, 9
2018/11/21, 102, 7, 23, 2, 4
2018/11/22, 63, 23, 7, 1, 2
2018/11/23, 28, 24, 6, 1, 1
2018/11/24, 19, 15, 11, 1, 2
2018/11/25, 36, 6, 13, 1, 3
2018/11/26, 51, 14, 15, 1, 3
2018/11/27, 46, 23, 10, 1, 2
2018/11/28, 39, 18, 15, 1, 3
2018/11/29, 30, 12, 11, 1, 2
2018/11/30, 44, 16, 12, 1, 3
2018/12/1, 36, , 15, 1, 2
2018/12/2, 30, , 13, 1, 3
2018/12/3, 47, 8, 8, 1, 2
2018/12/4, 38, 15, 12, 1, 2
2018/12/5, 38, 16, 11, 1, 2
2018/12/6, 41, 22, 15, 1, 2
2018/12/7, 55, 22, 10, 1, 2
2018/12/8, 54, 18, 12, 1, 2
2018/12/9, 44, 22, 5, 1, 1
2018/12/10, 28, 40, 14, 1, 3
2018/12/11, 34, 35, 9, 1, 2
2018/12/12, 34, 22, 11, 1, 2
2018/12/13, 34, 24, 13, 1, 2
2018/12/14, 39, 29, 11, 1, 2
2018/12/15, 59, 28, 5, 1, 2
2018/12/16, 25, 27, 4, 1, 
2018/12/17, 22, 23, 10, 1, 2
2018/12/18, 31, 29, 6, 1, 2
2018/12/19, 30, 27, 13, 1, 2
2018/12/20, 44, 25, 6, 1, 2
2018/12/21, 35, 20, 14, 1, 2
2018/12/22, 45, 21, 11, 1, 2
2018/12/23, 35, 21, 8, 1, 2
2018/12/24, 27, 20, 6, 1, 2
2018/12/25, 25, 11, 10, 1, 2
2018/12/26, 42, 18, 9, 1, 2
2018/12/27, 34, 12, 15, 1, 3
2018/12/28, 41, 15, 12, 1, 2
2018/12/29, 36, 28, 3, 1, 1
2018/12/30, 20, 24, 7, 1, 2
2018/12/31, 24, , , , 
2018/7/2, 15, 24, 4, , 1
2018/7/3, 22, 24, 10, 1, 1
2018/7/4, 26, 21, , 2, 2
2018/7/5, 39, 32, 5, 1, 1
2018/7/6, 48, 16, 1, 1, 1
2018/7/7, 19, 21, 3, 1, 1
