State,County,CS,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI
Hawaii,Honolulu,HonoluluHawaii,0.9478488678202024,0.051684278771767726,0.0,0.00046685340802987864,0.0,0.0,195,44.333333333333336,30.666666666666668
Hawaii,Kauai,KauaiHawaii,0.993843160838909,0.006156839161091031,0.0,0.0,0.0,0.0,71,29.333333333333332,14.333333333333334
Hawaii,Maui,MauiHawaii,0.964941732075888,0.032272515338493325,0.0023253474290810205,0.0004604051565377532,0.0,0.0,166,35.833333333333336,20.5
Idaho,Ada,AdaIdaho,0.7781857424457918,0.20081842453277435,0.017799485989470273,0.0031963470319634705,0.0,0.0,184,66.83333333333333,39.833333333333336
Idaho,Bannock,BannockIdaho,0.8575953788956259,0.1337288220176161,0.0045662100456621,0.004109589041095891,0.0,0.0,200,54.333333333333336,30.333333333333332
Idaho,Benewah,BenewahIdaho,0.6340345438402047,0.32109781187455233,0.03572384386064141,0.008230558415469083,0.00045662100456621014,0.00045662100456621014,307,77.83333333333333,39.333333333333336
Idaho,Bonner,BonnerIdaho,0.8812239791808864,0.0999688967169291,0.012839551191931425,0.003206410304791376,0.0027611626054619524,0.0,252,50.833333333333336,21.5
Idaho,Canyon,CanyonIdaho,0.8101189208027294,0.1729785478887208,0.013703675369967756,0.003198855938581966,0.0,0.0,164,57.833333333333336,27.333333333333332
Idaho,Caribou,CaribouIdaho,0.9946485603342087,0.003386228818058831,0.0019652108477323377,0.0,0.0,0.0,108,18.666666666666668,3.5
Idaho,Franklin,FranklinIdaho,0.8757530814746118,0.10822915881667067,0.01323714224807554,0.0027806174606419955,0.0,0.0,166,52.833333333333336,21.666666666666668
Idaho,Lemhi,LemhiIdaho,0.6700575184923435,0.2791124710393841,0.041497193561132774,0.00886333333906463,0.0004694835680751175,0.0,243,84.0,32.666666666666664
Illinois,Adams,AdamsIllinois,0.899969625937997,0.09934731395271335,0.0006830601092896174,0.0,0.0,0.0,115,51.0,38.333333333333336
Illinois,Champaign,ChampaignIllinois,0.7900341841954238,0.20722608977717893,0.0027397260273972607,0.0,0.0,0.0,112,59.666666666666664,40.666666666666664
Illinois,Clark,ClarkIllinois,0.896665811139767,0.10135735531221986,0.001976833548013249,0.0,0.0,0.0,101,52.0,36.833333333333336
Illinois,Cook,CookIllinois,0.43493649724280764,0.528556279162612,0.03240012975023081,0.004107093844349628,0.0,0.0,183,80.66666666666667,52.666666666666664
Illinois,DuPage,DuPageIllinois,0.7679664391206242,0.21940250444634854,0.012157571584542405,0.0004734848484848485,0.0,0.0,174,63.833333333333336,40.833333333333336
Illinois,Effingham,EffinghamIllinois,0.8777152003718268,0.11955534719146081,0.00272945243671239,0.0,0.0,0.0,112,52.833333333333336,39.833333333333336
Illinois,Hamilton,HamiltonIllinois,0.7995775279296123,0.1979181908726564,0.002504281197731113,0.0,0.0,0.0,105,58.666666666666664,40.333333333333336
Illinois,Jersey,JerseyIllinois,0.800069322206226,0.1917128348571704,0.008217842936603534,0.0,0.0,0.0,150,60.833333333333336,41.0
Illinois,Jo Daviess,Jo DaviessIllinois,0.9415993769946688,0.056483296749445196,0.001917326255886108,0.0,0.0,0.0,119,47.0,33.833333333333336
Illinois,Kane,KaneIllinois,0.8413206678219907,0.1489277250852292,0.009751607092780166,0.0,0.0,0.0,143,57.666666666666664,36.5
Illinois,Lake,LakeIllinois,0.8829897778184872,0.10102075588113547,0.015042496603407564,0.000946969696969697,0.0,0.0,164,54.0,35.666666666666664
Illinois,Macon,MaconIllinois,0.6608216682885445,0.3268508121865409,0.012327519524914543,0.0,0.0,0.0,126,67.5,44.5
Illinois,Macoupin,MacoupinIllinois,0.9370930188771577,0.06153335474921589,0.0013736263736263737,0.0,0.0,0.0,115,47.666666666666664,31.0
Illinois,Madison,MadisonIllinois,0.6019824338149063,0.3770242283604062,0.019166853806422638,0.0018264840182648406,0.0,0.0,156,72.5,46.0
Illinois,McHenry,McHenryIllinois,0.7526452215678735,0.23623877657026834,0.011116001861858217,0.0,0.0,0.0,136,61.0,40.5
Illinois,McLean,McLeanIllinois,0.7959697177543165,0.20311828783492425,0.0009119944107592884,0.0,0.0,0.0,108,57.5,40.0
Illinois,Peoria,PeoriaIllinois,0.7333465085205484,0.26208726772391716,0.004566223755534332,0.0,0.0,0.0,115,61.5,42.0
Illinois,Randolph,RandolphIllinois,0.8030235265252097,0.1934882168844673,0.0034882565903229736,0.0,0.0,0.0,129,57.5,38.833333333333336
Illinois,Rock Island,Rock IslandIllinois,0.8451717977272434,0.15250569058028585,0.0023225116924707337,0.0,0.0,0.0,115,54.666666666666664,37.5
Illinois,Sangamon,SangamonIllinois,0.8324543860502766,0.16571285075332398,0.0018327631963995603,0.0,0.0,0.0,122,55.5,37.5
Illinois,Wabash,WabashIllinois,0.9793627322507282,0.019721516833520848,0.0009157509157509159,0.0,0.0,0.0,116,18.333333333333332,2.6666666666666665
Illinois,Will,WillIllinois,0.7208679694129629,0.276848925564206,0.0022831050228310505,0.0,0.0,0.0,126,61.666666666666664,42.166666666666664
Illinois,Winnebago,WinnebagoIllinois,0.8531214918226954,0.14216104074995214,0.004257062270814727,0.0004604051565377532,0.0,0.0,151,53.666666666666664,35.833333333333336
Indiana,Allen,AllenIndiana,0.6851994940589133,0.3060316677234701,0.008301984809586558,0.00046685340802987864,0.0,0.0,169,65.16666666666667,43.333333333333336
Indiana,Bartholomew,BartholomewIndiana,0.7739268940257039,0.2205998919113673,0.0054732140629288615,0.0,0.0,0.0,115,60.666666666666664,40.333333333333336
Indiana,Clark,ClarkIndiana,0.7304990629376956,0.26069615322865586,0.008346908375772918,0.00045787545787545793,0.0,0.0,164,62.833333333333336,41.5
Indiana,Daviess,DaviessIndiana,0.967034200089805,0.02116837203866535,0.0107994238795137,0.0009980039920159684,0.0,0.0,195,23.0,3.3333333333333335
Indiana,Delaware,DelawareIndiana,0.8646047821698098,0.13082796085175383,0.004567256978436214,0.0,0.0,0.0,130,54.5,37.0
Indiana,Elkhart,ElkhartIndiana,0.71156610808166,0.2768452758058877,0.011588616112452335,0.0,0.0,0.0,131,63.5,41.166666666666664
Indiana,Floyd,FloydIndiana,0.7316797117251678,0.2582439540205002,0.010076334254331997,0.0,0.0,0.0,143,60.0,40.833333333333336
Indiana,Gibson,GibsonIndiana,0.9542779204667453,0.0411096737650191,0.0046124057682355715,0.0,0.0,0.0,115,27.833333333333332,3.5
Indiana,Greene,GreeneIndiana,0.8084735218132981,0.18612949764664033,0.0053969805400616,0.0,0.0,0.0,140,59.0,40.333333333333336
Indiana,Hamilton,HamiltonIndiana,0.76685146733343,0.22625846626427892,0.0068900664022910575,0.0,0.0,0.0,129,60.166666666666664,39.833333333333336
Indiana,Hendricks,HendricksIndiana,0.9217840404451348,0.07730271754573279,0.0009132420091324203,0.0,0.0,0.0,108,50.666666666666664,36.0
Indiana,Howard,HowardIndiana,0.7208879638052924,0.27588555508639356,0.003226481108314,0.0,0.0,0.0,108,59.333333333333336,40.666666666666664
Indiana,Knox,KnoxIndiana,0.8942769481754375,0.10199862797888676,0.003724423845675689,0.0,0.0,0.0,122,52.833333333333336,35.0
Indiana,LaPorte,LaPorteIndiana,0.8117799061401113,0.17266205083579603,0.0150989062013194,0.0004591368227731864,0.0,0.0,161,62.166666666666664,37.333333333333336
Indiana,Lake,LakeIndiana,0.5891758365147092,0.3948499139157122,0.013692392145120642,0.0018264840182648406,0.0004553734061930783,0.0,217,69.0,46.0
Indiana,Madison,MadisonIndiana,0.7317216368487197,0.26317374923456266,0.005104613916717782,0.0,0.0,0.0,141,60.5,40.333333333333336
Indiana,Marion,MarionIndiana,0.4933503006712079,0.48017940464605635,0.0251004316690371,0.0013698630136986304,0.0,0.0,191,74.0,50.666666666666664
Indiana,Monroe,MonroeIndiana,0.855851765073878,0.14366653935772136,0.0,0.0004816955684007706,0.0,0.0,157,51.666666666666664,30.666666666666668
Indiana,Morgan,MorganIndiana,0.9014190798420861,0.09209493054785718,0.0064859896100566625,0.0,0.0,0.0,128,51.333333333333336,32.166666666666664
Indiana,Pike,PikeIndiana,0.9726605001504735,0.018363182049679377,0.008029348102877514,0.000946969696969697,0.0,0.0,170,18.0,2.1666666666666665
Indiana,Porter,PorterIndiana,0.7078748409312073,0.2747822940838885,0.01642962297577164,0.0009132420091324203,0.0,0.0,164,65.33333333333333,41.833333333333336
Indiana,Posey,PoseyIndiana,0.8583315873038103,0.13747050468265046,0.0041979080135392316,0.0,0.0,0.0,126,57.0,38.833333333333336
Indiana,Shelby,ShelbyIndiana,0.8848023283761162,0.11129265116984531,0.003905020454038479,0.0,0.0,0.0,112,54.0,38.5
Indiana,St. Joseph,St. JosephIndiana,0.6879406423189062,0.30062622863652155,0.01143312904457232,0.0,0.0,0.0,134,65.5,42.333333333333336
Indiana,Tippecanoe,TippecanoeIndiana,0.7929452252868576,0.20652734855280488,0.0005274261603375527,0.0,0.0,0.0,128,56.0,34.166666666666664
Indiana,Vanderburgh,VanderburghIndiana,0.6870979477143861,0.30422123538561896,0.008680816899994982,0.0,0.0,0.0,143,63.5,43.666666666666664
Indiana,Vigo,VigoIndiana,0.5969658407565437,0.37838660578386607,0.023278938044264796,0.0013686154153254987,0.0,0.0,176,71.66666666666667,46.166666666666664
Indiana,Wabash,WabashIndiana,0.9009459561181518,0.09192531089483619,0.007128732987012145,0.0,0.0,0.0,129,50.666666666666664,35.5
Indiana,Warrick,WarrickIndiana,0.825123734179944,0.16500261636172628,0.009187778402088473,0.0006858710562414267,0.0,0.0,151,60.666666666666664,39.833333333333336
Indiana,Whitley,WhitleyIndiana,0.7906071728116822,0.20846946615415332,0.0009233610341643582,0.0,0.0,0.0,125,57.0,34.0
Iowa,Black Hawk,Black HawkIowa,0.6551445721133976,0.34301886665777603,0.0018365612288264224,0.0,0.0,0.0,118,62.0,42.5
Iowa,Bremer,BremerIowa,0.926099408928522,0.07254004685379085,0.001360544217687075,0.0,0.0,0.0,112,48.166666666666664,36.0
Iowa,Clinton,ClintonIowa,0.5549111367211524,0.4423503848498234,0.002738478429024129,0.0,0.0,0.0,146,66.83333333333333,48.0
Iowa,Harrison,HarrisonIowa,0.8825974240746824,0.11526321550825354,0.002139360417064022,0.0,0.0,0.0,108,53.666666666666664,38.5
Iowa,Johnson,JohnsonIowa,0.7807471819618947,0.21833832157566357,0.0009144964624416681,0.0,0.0,0.0,139,57.5,35.0
Iowa,Linn,LinnIowa,0.7188362402375427,0.2729470768770118,0.008216682885445517,0.0,0.0,0.0,149,64.66666666666667,41.666666666666664
Iowa,Montgomery,MontgomeryIowa,0.8011687117683075,0.1979180393676239,0.0009132488640685362,0.0,0.0,0.0,121,56.333333333333336,38.833333333333336
Iowa,Muscatine,MuscatineIowa,0.6804775806572348,0.2866457070139981,0.02968036529680365,0.00319634703196347,0.0,0.0,171,71.16666666666667,40.666666666666664
Iowa,Palo Alto,Palo AltoIowa,0.7862573205056621,0.21100544866368684,0.002281857424457919,0.0004553734061930783,0.0,0.0,154,57.833333333333336,39.333333333333336
Iowa,Polk,PolkIowa,0.812852758440003,0.1853220051401053,0.0018252364198917085,0.0,0.0,0.0,138,56.666666666666664,38.333333333333336
Iowa,Scott,ScottIowa,0.42677720388252616,0.5663759762457269,0.006390198867180677,0.00045662100456621014,0.0,0.0,152,72.5,52.5
Iowa,Van Buren,Van BurenIowa,0.7594572612588172,0.23917537092423036,0.0004553734061930783,0.0009119944107592884,0.0,0.0,156,57.666666666666664,40.0
Kansas,Ford,FordKansas,0.9757378708527659,0.02287556843863966,0.0009286852507191492,0.00045787545787545793,0.0,0.0,187,31.333333333333332,14.0
Kansas,Johnson,JohnsonKansas,0.893785538451091,0.10621446154890896,0.0,0.0,0.0,0.0,100,51.0,35.833333333333336
Kansas,Leavenworth,LeavenworthKansas,0.9301003350507825,0.06852225448089795,0.0013774104683195593,0.0,0.0,0.0,105,48.166666666666664,34.0
Kansas,Neosho,NeoshoKansas,0.8593382846302794,0.13924369423457006,0.0014180211351506307,0.0,0.0,0.0,122,53.166666666666664,37.5
Kansas,Sedgwick,SedgwickKansas,0.7877410983856077,0.20997704418993438,0.0018264840182648401,0.0004553734061930783,0.0,0.0,195,58.333333333333336,40.833333333333336
Kansas,Shawnee,ShawneeKansas,0.838994392166271,0.1596357448200303,0.0009132420091324203,0.00045662100456621014,0.0,0.0,158,55.666666666666664,38.666666666666664
Kansas,Sumner,SumnerKansas,0.8679248833358422,0.13115936574840686,0.0009157509157509159,0.0,0.0,0.0,138,54.0,37.833333333333336
Kansas,Trego,TregoKansas,0.8842704897209215,0.1143494644684061,0.0009221703527971226,0.00045787545787545793,0.0,0.0,152,54.166666666666664,38.0
Kansas,Wyandotte,WyandotteKansas,0.6932061858270896,0.30176719897071064,0.004569994197633645,0.00045662100456621014,0.0,0.0,172,63.333333333333336,43.166666666666664
Kentucky,Bell,BellKentucky,0.8976368837203846,0.10108597707144172,0.0006385696040868454,0.0006385696040868454,0.0,0.0,161,50.333333333333336,39.166666666666664
Kentucky,Boone,BooneKentucky,0.9144979930045817,0.08344720477364576,0.001368931165531044,0.0006858710562414267,0.0,0.0,151,49.333333333333336,38.166666666666664
Kentucky,Boyd,BoydKentucky,0.791911819746987,0.20489432841779576,0.0031938518352172067,0.0,0.0,0.0,126,57.333333333333336,39.833333333333336
Kentucky,Bullitt,BullittKentucky,0.8721333074904921,0.12360170143665117,0.004264991072856591,0.0,0.0,0.0,150,53.833333333333336,39.0
Kentucky,Campbell,CampbellKentucky,0.7332828444157551,0.2584496830949618,0.008267472489283138,0.0,0.0,0.0,129,62.333333333333336,42.0
Kentucky,Carter,CarterKentucky,0.9232028167765272,0.07621443264072232,0.0005827505827505828,0.0,0.0,0.0,103,49.166666666666664,35.833333333333336
Kentucky,Christian,ChristianKentucky,0.8606693305708961,0.139330669429104,0.0,0.0,0.0,0.0,90,53.833333333333336,39.666666666666664
Kentucky,Daviess,DaviessKentucky,0.714259309071795,0.2825353522362149,0.0027499652857970445,0.0004553734061930783,0.0,0.0,156,61.5,42.166666666666664
Kentucky,Edmonson,EdmonsonKentucky,0.8494707259477279,0.1505292740522722,0.0,0.0,0.0,0.0,100,54.333333333333336,38.333333333333336
Kentucky,Fayette,FayetteKentucky,0.8037883311723469,0.19392856380482204,0.00228310502283105,0.0,0.0,0.0,139,58.166666666666664,40.0
Kentucky,Greenup,GreenupKentucky,0.9550333225362663,0.044503714500770925,0.00046296296296296303,0.0,0.0,0.0,119,45.833333333333336,30.666666666666668
Kentucky,Hardin,HardinKentucky,0.7368619987244321,0.26222350481312634,0.0009144964624416681,0.0,0.0,0.0,105,59.833333333333336,41.666666666666664
Kentucky,Henderson,HendersonKentucky,0.7146282455859247,0.2689132304611144,0.0164585239529608,0.0,0.0,0.0,120,65.0,36.0
Kentucky,Jefferson,JeffersonKentucky,0.5504142026598796,0.41809766200064874,0.02783641490131497,0.0036517204381565486,0.0,0.0,174,76.66666666666667,48.833333333333336
Kentucky,Jessamine,JessamineKentucky,0.9152264103671103,0.08386159522213055,0.0009119944107592884,0.0,0.0,0.0,126,50.0,34.0
Kentucky,Livingston,LivingstonKentucky,0.8801937892449893,0.11852415947295947,0.0012820512820512823,0.0,0.0,0.0,115,53.333333333333336,40.0
Kentucky,McCracken,McCrackenKentucky,0.720939427910669,0.27677871466487314,0.0022818574244579184,0.0,0.0,0.0,115,60.666666666666664,42.166666666666664
Kentucky,Morgan,MorganKentucky,0.9302053736177084,0.06888138437315927,0.0009132420091324203,0.0,0.0,0.0,112,48.5,36.0
Kentucky,Oldham,OldhamKentucky,0.8564975014334971,0.13517932509396702,0.00832317347253587,0.0,0.0,0.0,129,57.5,40.333333333333336
Kentucky,Perry,PerryKentucky,0.822108555819447,0.17694447448358328,0.0004734848484848485,0.0004734848484848485,0.0,0.0,164,54.666666666666664,38.833333333333336
Kentucky,Pike,PikeKentucky,0.8228995079992019,0.1752777507776528,0.001822741223145445,0.0,0.0,0.0,126,54.666666666666664,39.166666666666664
Kentucky,Pulaski,PulaskiKentucky,0.8829425264245211,0.11705747357547898,0.0,0.0,0.0,0.0,100,52.166666666666664,39.0
Kentucky,Simpson,SimpsonKentucky,0.8916382358874172,0.10687461100505917,0.001487153107523478,0.0,0.0,0.0,101,51.0,39.333333333333336
Kentucky,Trigg,TriggKentucky,0.9198994518966286,0.07962024070663758,0.0004803073967339097,0.0,0.0,0.0,101,49.333333333333336,36.166666666666664
Kentucky,Warren,WarrenKentucky,0.8169594636499179,0.1830405363500822,0.0,0.0,0.0,0.0,100,55.833333333333336,39.333333333333336
Kentucky,Washington,WashingtonKentucky,0.9058378391564882,0.0927783875674733,0.0013837732760384695,0.0,0.0,0.0,112,50.333333333333336,37.333333333333336
Louisiana,Ascension,AscensionLouisiana,0.903180340511005,0.08902815990485842,0.007333624126261155,0.00045787545787545793,0.0,0.0,156,50.5,33.666666666666664
Louisiana,Bossier,BossierLouisiana,0.8036610137153722,0.19542448982218605,0.0009144964624416681,0.0,0.0,0.0,140,58.166666666666664,38.0
Louisiana,Caddo,CaddoLouisiana,0.8374239261666135,0.16165271279922197,0.0009233610341643582,0.0,0.0,0.0,128,55.833333333333336,37.0
Louisiana,Calcasieu,CalcasieuLouisiana,0.6604324175961275,0.3318062729246201,0.007304688474686228,0.00045662100456621014,0.0,0.0,156,63.833333333333336,44.0
Louisiana,East Baton Rouge,East Baton RougeLouisiana,0.6271377598123611,0.3532337749831574,0.018715223195348952,0.0009132420091324203,0.0,0.0,156,70.83333333333333,45.333333333333336
Louisiana,Iberville,IbervilleLouisiana,0.8388789081019038,0.14970806198068717,0.01095640891284278,0.00045662100456621014,0.0,0.0,153,57.666666666666664,37.0
Louisiana,Jefferson,JeffersonLouisiana,0.8023442373431147,0.1935474212141627,0.004108341442722758,0.0,0.0,0.0,126,58.166666666666664,39.333333333333336
Louisiana,Lafayette,LafayetteLouisiana,0.7204546083953224,0.2790887706001113,0.00045662100456621014,0.0,0.0,0.0,105,61.333333333333336,42.0
Louisiana,Lafourche,LafourcheLouisiana,0.86680098784077,0.131813949410531,0.0013850627486991125,0.0,0.0,0.0,126,53.0,36.833333333333336
Louisiana,Livingston,LivingstonLouisiana,0.7270027085009723,0.2670384286221658,0.005958862876861885,0.0,0.0,0.0,122,61.5,42.166666666666664
Louisiana,Orleans,OrleansLouisiana,0.8461045591631713,0.1525218144632023,0.0013736263736263737,0.0,0.0,0.0,115,54.333333333333336,35.666666666666664
Louisiana,Ouachita,OuachitaLouisiana,0.8939674200765547,0.10603257992344535,0.0,0.0,0.0,0.0,100,50.0,34.666666666666664
Louisiana,Pointe Coupee,Pointe CoupeeLouisiana,0.9282852733519907,0.06590778068259774,0.005806945965411353,0.0,0.0,0.0,140,47.5,32.5
Louisiana,St. Bernard,St. BernardLouisiana,0.6793798448974734,0.3078347052802477,0.012785449822278928,0.0,0.0,0.0,123,65.5,43.333333333333336
Louisiana,St. James,St. JamesLouisiana,0.9485412251032536,0.05000809519783619,0.0009661835748792269,0.00048449612403100775,0.0,0.0,154,46.0,30.166666666666668
Louisiana,St. John the Baptist,St. John the BaptistLouisiana,0.9306931709760181,0.06699922860840933,0.0023076004155725225,0.0,0.0,0.0,108,48.0,33.333333333333336
Louisiana,St. Tammany,St. TammanyLouisiana,0.8440018366855228,0.1505149409881664,0.005483222326310745,0.0,0.0,0.0,143,56.166666666666664,37.166666666666664
Louisiana,West Baton Rouge,West Baton RougeLouisiana,0.7754310452379171,0.21909199790403475,0.005476956858048256,0.0,0.0,0.0,143,59.0,39.0
Maine,Androscoggin,AndroscogginMaine,0.886854233503608,0.1131457664963919,0.0,0.0,0.0,0.0,100,50.833333333333336,34.333333333333336
Maine,Aroostook,AroostookMaine,0.8397784265289318,0.15748309504204408,0.0009132420091324203,0.0018252364198917085,0.0,0.0,174,54.5,35.833333333333336
Maine,Cumberland,CumberlandMaine,0.8594006537415475,0.13831624123562145,0.0022831050228310505,0.0,0.0,0.0,150,54.333333333333336,37.166666666666664
Maine,Hancock,HancockMaine,0.9287970656486263,0.06481273548419293,0.0059335778626144675,0.00045662100456621014,0.0,0.0,182,48.5,36.333333333333336
Maine,Kennebec,KennebecMaine,0.965024616112899,0.03497538388710094,0.0,0.0,0.0,0.0,100,44.833333333333336,30.0
Maine,Oxford,OxfordMaine,0.8980952820877857,0.1019047179122143,0.0,0.0,0.0,0.0,97,50.833333333333336,32.5
Maine,Penobscot,PenobscotMaine,0.9132357734264063,0.08676422657359383,0.0,0.0,0.0,0.0,100,48.833333333333336,33.333333333333336
Maine,Washington,WashingtonMaine,0.9774472873755928,0.021140260226769143,0.001412452397637945,0.0,0.0,0.0,147,44.5,33.833333333333336
Maine,York,YorkMaine,0.9221153225876182,0.07112772754836118,0.006012902244972925,0.000744047619047619,0.0,0.0,159,48.666666666666664,35.833333333333336
Maryland,Anne Arundel,Anne ArundelMaryland,0.7603740900402055,0.2200803565026891,0.019545553457105357,0.0,0.0,0.0,143,68.33333333333333,41.0
Maryland,Baltimore,BaltimoreMaryland,0.7293859320807444,0.24141777079122692,0.02646280909249694,0.0022781146293385235,0.0004553734061930783,0.0,204,72.0,41.833333333333336
Maryland,Calvert,CalvertMaryland,0.8031614438371427,0.19077437422366508,0.006064181939192299,0.0,0.0,0.0,147,62.833333333333336,41.833333333333336
Maryland,Carroll,CarrollMaryland,0.801696451483321,0.19222211416064142,0.006081434356037742,0.0,0.0,0.0,122,64.0,42.166666666666664
Maryland,Cecil,CecilMaryland,0.7426684964848741,0.2396121035638448,0.01632663508669826,0.0013927648645829195,0.0,0.0,187,64.16666666666667,41.666666666666664
Maryland,Charles,CharlesMaryland,0.8144376691560155,0.17697976728545714,0.008582563558527436,0.0,0.0,0.0,133,62.333333333333336,42.166666666666664
Maryland,Dorchester,DorchesterMaryland,0.8014484617112059,0.19444569204281759,0.003649225241410285,0.00045662100456621014,0.0,0.0,151,59.333333333333336,41.0
Maryland,Frederick,FrederickMaryland,0.7887777190718176,0.2059975513471434,0.005224729581038996,0.0,0.0,0.0,122,63.666666666666664,42.666666666666664
Maryland,Garrett,GarrettMaryland,0.87729443756497,0.12270556243502999,0.0,0.0,0.0,0.0,100,52.166666666666664,38.833333333333336
Maryland,Harford,HarfordMaryland,0.7184350836344041,0.2587763188145636,0.020927696952950586,0.0018609005980817813,0.0,0.0,156,67.66666666666667,42.333333333333336
Maryland,Howard,HowardMaryland,0.7780821917808218,0.2219178082191781,0.0,0.0,0.0,0.0,92,56.5,36.833333333333336
Maryland,Kent,KentMaryland,0.7901674734791072,0.2008834747445665,0.008949051776326263,0.0,0.0,0.0,150,62.0,40.666666666666664
Maryland,Montgomery,MontgomeryMaryland,0.7813303300517958,0.21484539850749415,0.003824271440710065,0.0,0.0,0.0,143,58.666666666666664,40.666666666666664
Maryland,Prince George's,Prince George'sMaryland,0.6850749806622253,0.29667140754048454,0.017340369788157797,0.0009132420091324203,0.0,0.0,166,68.5,43.333333333333336
Maryland,Washington,WashingtonMaryland,0.7676693805058964,0.22948133906596554,0.0028492804281380576,0.0,0.0,0.0,112,61.333333333333336,41.333333333333336
Massachusetts,Barnstable,BarnstableMassachusetts,0.9434914487122564,0.049765498116537986,0.006743053171205576,0.0,0.0,0.0,150,46.5,35.666666666666664
Massachusetts,Berkshire,BerkshireMassachusetts,0.8122026692206381,0.18734070977479564,0.00045662100456621014,0.0,0.0,0.0,122,55.833333333333336,35.0
Massachusetts,Bristol,BristolMassachusetts,0.8547842587085793,0.13380520657075787,0.010953913716096513,0.00045662100456621014,0.0,0.0,151,54.0,38.166666666666664
Massachusetts,Dukes,DukesMassachusetts,0.9417620730031918,0.050874417632685,0.006435004257345035,0.0009285051067780876,0.0,0.0,177,46.833333333333336,35.5
Massachusetts,Essex,EssexMassachusetts,0.8621126926819719,0.13104048059134518,0.006846826726683003,0.0,0.0,0.0,136,53.833333333333336,37.666666666666664
Massachusetts,Franklin,FranklinMassachusetts,0.8588726739066183,0.1397612058748026,0.0013661202185792348,0.0,0.0,0.0,115,53.666666666666664,36.666666666666664
Massachusetts,Hampden,HampdenMassachusetts,0.8009215913213219,0.1922365792004238,0.006386456072061283,0.0004553734061930783,0.0,0.0,161,58.666666666666664,38.666666666666664
Massachusetts,Hampshire,HampshireMassachusetts,0.8783143392734303,0.11569379178543983,0.00552761638774085,0.0004642525533890438,0.0,0.0,159,51.833333333333336,37.166666666666664
Massachusetts,Middlesex,MiddlesexMassachusetts,0.9396374078801294,0.0594340221693255,0.0009285699505452438,0.0,0.0,0.0,119,46.5,33.833333333333336
Massachusetts,Norfolk,NorfolkMassachusetts,0.9193146310042035,0.07518537660069767,0.005043371390532708,0.00045662100456621014,0.0,0.0,156,48.5,35.666666666666664
Massachusetts,Plymouth,PlymouthMassachusetts,0.8740176648236587,0.12186771455548379,0.0041146206208574785,0.0,0.0,0.0,147,52.166666666666664,36.166666666666664
Massachusetts,Suffolk,SuffolkMassachusetts,0.6695448761134816,0.3281720188636874,0.0022831050228310505,0.0,0.0,0.0,126,60.5,43.333333333333336
Massachusetts,Worcester,WorcesterMassachusetts,0.8471005813808419,0.14742495695785615,0.005474461661301993,0.0,0.0,0.0,143,55.666666666666664,38.333333333333336
Michigan,Allegan,AlleganMichigan,0.7803595247540054,0.1963359370699085,0.022610093731641745,0.0006944444444444447,0.0,0.0,151,68.5,40.166666666666664
Michigan,Bay,BayMichigan,0.8810450301894425,0.11895496981055757,0.0,0.0,0.0,0.0,96,50.333333333333336,29.333333333333332
Michigan,Berrien,BerrienMichigan,0.7899972168187469,0.18770577842675848,0.022297004754494722,0.0,0.0,0.0,140,66.16666666666667,40.5
Michigan,Clinton,ClintonMichigan,0.8712002662698786,0.11870607018568335,0.01009366354443793,0.0,0.0,0.0,143,58.833333333333336,38.833333333333336
Michigan,Genesee,GeneseeMichigan,0.7905272690615126,0.2011038004640813,0.008368930474406063,0.0,0.0,0.0,131,60.333333333333336,38.666666666666664
Michigan,Ingham,InghamMichigan,0.820233487379331,0.1746172573979061,0.005149255222763015,0.0,0.0,0.0,147,56.5,37.833333333333336
Michigan,Kalamazoo,KalamazooMichigan,0.7785905621027345,0.2140245369355485,0.007384900961717081,0.0,0.0,0.0,119,59.833333333333336,39.833333333333336
Michigan,Kent,KentMichigan,0.7675479441086898,0.22423909523617588,0.00775633965056826,0.00045662100456621014,0.0,0.0,153,62.333333333333336,39.166666666666664
Michigan,Lenawee,LenaweeMichigan,0.7862777762602627,0.20895372738925463,0.004768496350482688,0.0,0.0,0.0,129,61.166666666666664,40.166666666666664
Michigan,Macomb,MacombMichigan,0.7880241008040106,0.19170464801758227,0.01957968824618031,0.0006915629322268327,0.0,0.0,165,66.66666666666667,40.333333333333336
Michigan,Manistee,ManisteeMichigan,0.8902530001423706,0.10375959006106096,0.005987409796568233,0.0,0.0,0.0,133,51.833333333333336,34.333333333333336
Michigan,Missaukee,MissaukeeMichigan,0.9001183089147888,0.09622240908285623,0.0036592820023548973,0.0,0.0,0.0,115,50.833333333333336,36.166666666666664
Michigan,Monroe,MonroeMichigan,0.9572860250620284,0.042204290942048826,0.000509683995922528,0.0,0.0,0.0,101,33.0,3.3333333333333335
Michigan,Oakland,OaklandMichigan,0.7903237300869681,0.19293185017669365,0.016144899352645223,0.0005995203836930456,0.0,0.0,151,67.0,39.833333333333336
Michigan,Schoolcraft,SchoolcraftMichigan,0.9256437030857212,0.06590811291674674,0.008448183997532228,0.0,0.0,0.0,147,48.333333333333336,30.333333333333332
Michigan,St. Clair,St. ClairMichigan,0.7250062722665462,0.25398414371017114,0.02055296301871645,0.00045662100456621014,0.0,0.0,151,68.0,39.833333333333336
