State,County,CS,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI
California,Stanislaus,StanislausCalifornia,0.42447413728572503,0.4463557651520822,0.11182224218379617,0.016891234373830378,0.00045662100456621014,0.0,240,106.66666666666667,55.5
California,Sutter,SutterCalifornia,0.5089253187613844,0.4459091249345011,0.03877286224018764,0.003652968036529681,0.00228310502283105,0.00045662100456621014,335,86.0,50.333333333333336
California,Tehama,TehamaCalifornia,0.6675927479711445,0.2799281643824649,0.04198178807992418,0.010497299566466422,0.0,0.0,190,85.16666666666667,43.166666666666664
California,Tulare,TulareCalifornia,0.22501434738129103,0.4669211767347856,0.24918781345909125,0.05842004142026599,0.00045662100456621014,0.0,280,140.33333333333334,77.0
California,Tuolumne,TuolumneCalifornia,0.6877522046347768,0.25554199384022586,0.052931205772026375,0.0037745957529709724,0.0,0.0,164,85.33333333333333,43.833333333333336
California,Ventura,VenturaCalifornia,0.48608553534446197,0.47009007660254015,0.03743169398907104,0.00410958904109589,0.00136986301369863,0.0009132420091324203,537,86.5,50.833333333333336
California,Yolo,YoloCalifornia,0.7425568281058962,0.24329291114604387,0.009584050702397885,0.003652968036529681,0.0009132420091324203,0.0,235,65.83333333333333,42.0
Colorado,Adams,AdamsColorado,0.6383667484049249,0.3547814207650273,0.006851830830047763,0.0,0.0,0.0,132,68.0,46.666666666666664
Colorado,Arapahoe,ArapahoeColorado,0.676205657177572,0.306895477765376,0.01644224405248596,0.00045662100456621014,0.0,0.0,156,75.0,45.0
Colorado,Archuleta,ArchuletaColorado,0.9427197397885959,0.056361986565857676,0.0009182736455463728,0.0,0.0,0.0,124,40.666666666666664,26.0
Colorado,Boulder,BoulderColorado,0.713593172958782,0.260125423143685,0.025820998740995093,0.0004604051565377532,0.0,0.0,159,73.0,43.5
Colorado,Clear Creek,Clear CreekColorado,0.6135471440458713,0.3512138796951809,0.03298485751992832,0.0022541187390194583,0.0,0.0,164,80.33333333333333,48.166666666666664
Colorado,Denver,DenverColorado,0.4860955161314469,0.499754223120493,0.013237018738927566,0.0009132420091324203,0.0,0.0,153,75.16666666666667,51.0
Colorado,Douglas,DouglasColorado,0.6460555946175793,0.31213478571325726,0.03813396048606852,0.0036756591830949988,0.0,0.0,169,82.5,45.166666666666664
Colorado,El Paso,El PasoColorado,0.696475534595903,0.29622102452778404,0.007303440876313097,0.0,0.0,0.0,126,70.66666666666667,45.333333333333336
Colorado,Garfield,GarfieldColorado,0.7298076203308631,0.25649499713052376,0.013240761534046961,0.00045662100456621014,0.0,0.0,151,67.33333333333333,45.833333333333336
Colorado,Gunnison,GunnisonColorado,0.7767612195431871,0.21866112624927936,0.0041210332029675695,0.00045662100456621014,0.0,0.0,156,62.5,44.833333333333336
Colorado,Jefferson,JeffersonColorado,0.6380505027821444,0.30078723457344614,0.05796965840756543,0.0031926042368440755,0.0,0.0,164,89.33333333333333,46.0
Colorado,La Plata,La PlataColorado,0.7202347980138234,0.26379344761334433,0.011405544327170197,0.004109589041095891,0.00045662100456621014,0.0,218,70.0,44.5
Colorado,Larimer,LarimerColorado,0.5413167153230032,0.41805399605758914,0.03789081019038351,0.002738478429024128,0.0,0.0,169,84.66666666666667,49.166666666666664
Colorado,Mesa,MesaColorado,0.6881660153106369,0.3068124012375079,0.005021583451855179,0.0,0.0,0.0,150,66.66666666666667,45.666666666666664
Colorado,Montezuma,MontezumaColorado,0.7682864246770649,0.22939994410481276,0.002313631218122385,0.0,0.0,0.0,115,63.666666666666664,44.333333333333336
Colorado,Prowers,ProwersColorado,0.9709351754799814,0.022519273000020112,0.002337038466047889,0.002793296089385475,0.0014152169645651953,0.0,299,34.5,16.166666666666668
Colorado,Rio Blanco,Rio BlancoColorado,0.8096376974324425,0.18944906055842503,0.0009132420091324203,0.0,0.0,0.0,108,57.666666666666664,43.833333333333336
Colorado,Routt,RouttColorado,0.9804932184753207,0.01903861673067189,0.0004681647940074907,0.0,0.0,0.0,137,30.166666666666668,14.333333333333334
Colorado,Weld,WeldColorado,0.6280035930833147,0.35510517254285506,0.01643461336926417,0.00045662100456621014,0.0,0.0,154,76.33333333333333,46.5
Connecticut,Fairfield,FairfieldConnecticut,0.6554295481198692,0.28752152107193657,0.04381565486438605,0.013233275943808171,0.0,0.0,185,82.5,44.166666666666664
Connecticut,Hartford,HartfordConnecticut,0.7348254609875989,0.24920153704119566,0.01551762856501235,0.0004553734061930783,0.0,0.0,169,63.333333333333336,41.166666666666664
Connecticut,Litchfield,LitchfieldConnecticut,0.8692925828523893,0.12020001992033104,0.010052023821086558,0.0004553734061930783,0.0,0.0,164,55.0,38.0
Connecticut,New Haven,New HavenConnecticut,0.7129226239488983,0.2514784040721611,0.029210020710132994,0.006388951268807545,0.0,0.0,179,69.5,42.333333333333336
Connecticut,New London,New LondonConnecticut,0.8602486443574419,0.11883115834926332,0.019031236925745692,0.0018889603675491908,0.0,0.0,161,55.333333333333336,36.0
Connecticut,Windham,WindhamConnecticut,0.9317733237726161,0.059354981334945205,0.00840614554420781,0.0004655493482309125,0.0,0.0,154,47.166666666666664,34.666666666666664
Delaware,Kent,KentDelaware,0.8173479251620259,0.179903525938133,0.002748548899840973,0.0,0.0,0.0,136,58.333333333333336,40.166666666666664
Delaware,New Castle,New CastleDelaware,0.6435386880255508,0.3327294957207376,0.021906579833819897,0.0018252364198917085,0.0,0.0,172,73.66666666666667,45.0
Delaware,Sussex,SussexDelaware,0.784569703321107,0.20995458741921802,0.0054757092596751265,0.0,0.0,0.0,140,60.333333333333336,41.5
Florida,Alachua,AlachuaFlorida,0.9040316652836048,0.09550537175343236,0.00046296296296296303,0.0,0.0,0.0,101,50.166666666666664,35.166666666666664
Florida,Baker,BakerFlorida,0.9527160909042464,0.04728390909575361,0.0,0.0,0.0,0.0,90,46.166666666666664,32.666666666666664
Florida,Bay,BayFlorida,0.8518502658526129,0.1476353308552061,0.00051440329218107,0.0,0.0,0.0,126,54.5,38.333333333333336
Florida,Brevard,BrevardFlorida,0.9050813371250436,0.09446204187039016,0.00045662100456621014,0.0,0.0,0.0,129,50.0,37.833333333333336
Florida,Broward,BrowardFlorida,0.825244258058279,0.17105161188787307,0.0037041300538480236,0.0,0.0,0.0,143,55.166666666666664,39.333333333333336
Florida,Citrus,CitrusFlorida,0.879896968882765,0.10823098550367477,0.011872045613560187,0.0,0.0,0.0,141,53.833333333333336,27.166666666666668
Florida,Collier,CollierFlorida,0.8976477857246102,0.10235221427538976,0.0,0.0,0.0,0.0,93,51.5,35.333333333333336
Florida,Columbia,ColumbiaFlorida,0.8522591934320695,0.14727655401454157,0.0004642525533890438,0.0,0.0,0.0,111,54.666666666666664,36.166666666666664
Florida,Duval,DuvalFlorida,0.7566269176986654,0.237888570734024,0.005027890562744279,0.00045662100456621014,0.0,0.0,155,60.833333333333336,41.166666666666664
Florida,Escambia,EscambiaFlorida,0.8238091673528457,0.1725378646106246,0.0036529680365296802,0.0,0.0,0.0,126,56.833333333333336,39.833333333333336
Florida,Flagler,FlaglerFlorida,0.9619440060863637,0.03805599391363641,0.0,0.0,0.0,0.0,93,45.666666666666664,33.666666666666664
Florida,Hamilton,HamiltonFlorida,0.8712401274945408,0.12875987250545914,0.0,0.0,0.0,0.0,82,52.5,33.0
Florida,Highlands,HighlandsFlorida,0.9559811456543624,0.04354402053747028,0.00047483380816714147,0.0,0.0,0.0,108,46.0,32.5
Florida,Hillsborough,HillsboroughFlorida,0.7013359699245618,0.28403427568597117,0.014174380983273865,0.0004553734061930783,0.0,0.0,154,67.0,43.5
Florida,Holmes,HolmesFlorida,0.8405333208035505,0.15946667919644966,0.0,0.0,0.0,0.0,100,53.666666666666664,38.333333333333336
Florida,Indian River,Indian RiverFlorida,0.9300536363099087,0.0684487675975771,0.0014975960925141037,0.0,0.0,0.0,105,48.166666666666664,36.666666666666664
Florida,Lake,LakeFlorida,0.9174410143909745,0.0792617439629859,0.003297241646039602,0.0,0.0,0.0,122,48.833333333333336,34.5
Florida,Lee,LeeFlorida,0.881691957857158,0.11693942672751649,0.0013686154153254987,0.0,0.0,0.0,108,51.666666666666664,36.666666666666664
Florida,Leon,LeonFlorida,0.7605214255201661,0.23855899051230464,0.00046296296296296303,0.00045662100456621014,0.0,0.0,157,57.833333333333336,39.5
Florida,Liberty,LibertyFlorida,0.9740001480835742,0.025999851916425922,0.0,0.0,0.0,0.0,74,44.333333333333336,31.833333333333332
Florida,Manatee,ManateeFlorida,0.9192067769543627,0.07714025500910748,0.0036529680365296802,0.0,0.0,0.0,133,49.333333333333336,35.166666666666664
Florida,Marion,MarionFlorida,0.8681097434447235,0.13096004934091618,0.0009302072143602197,0.0,0.0,0.0,105,52.5,37.166666666666664
Florida,Martin,MartinFlorida,0.9004361799816345,0.09817457734254124,0.001389242675824245,0.0,0.0,0.0,115,50.166666666666664,36.5
Florida,Miami-Dade,Miami-DadeFlorida,0.7912905363366732,0.20223086954606764,0.006478594117259062,0.0,0.0,0.0,146,58.5,41.166666666666664
Florida,Nassau,NassauFlorida,0.8844215225670519,0.11417260529387174,0.0014058721390764262,0.0,0.0,0.0,106,51.166666666666664,31.0
Florida,Okaloosa,OkaloosaFlorida,0.9378409179906827,0.06170120655144193,0.00045787545787545793,0.0,0.0,0.0,115,47.166666666666664,34.666666666666664
Florida,Orange,OrangeFlorida,0.8361388012468264,0.16111768857380482,0.0022868891748025937,0.00045662100456621014,0.0,0.0,151,55.5,38.5
Florida,Osceola,OsceolaFlorida,0.9319921669824267,0.06434481553139271,0.0036630174861806246,0.0,0.0,0.0,133,48.0,33.5
Florida,Palm Beach,Palm BeachFlorida,0.8150796797361087,0.18167535345844144,0.0027807142520607426,0.0004642525533890438,0.0,0.0,164,55.833333333333336,38.5
Florida,Pasco,PascoFlorida,0.9079201846789758,0.0892967244950023,0.0027830908260219767,0.0,0.0,0.0,129,50.333333333333336,36.166666666666664
Florida,Pinellas,PinellasFlorida,0.8297439928138334,0.1693427651770342,0.0009132420091324203,0.0,0.0,0.0,140,56.166666666666664,39.5
Florida,Polk,PolkFlorida,0.8457194899817851,0.15108416298625146,0.0031963470319634705,0.0,0.0,0.0,143,54.666666666666664,38.0
Florida,Putnam,PutnamFlorida,0.9961916295640059,0.0038083704359941233,0.0,0.0,0.0,0.0,54,24.666666666666668,14.333333333333334
Florida,Santa Rosa,Santa RosaFlorida,0.8390291377659445,0.15960099922035698,0.00136986301369863,0.0,0.0,0.0,136,54.666666666666664,39.0
Florida,Sarasota,SarasotaFlorida,0.8205985769061224,0.17756225515881927,0.0018391679350583466,0.0,0.0,0.0,115,56.166666666666664,39.0
Florida,Seminole,SeminoleFlorida,0.9085843101834814,0.08910685966666977,0.0023088301498488655,0.0,0.0,0.0,150,50.166666666666664,36.166666666666664
Florida,St. Lucie,St. LucieFlorida,0.9548111795751129,0.044234215377361684,0.0009546050475254016,0.0,0.0,0.0,122,46.833333333333336,34.166666666666664
Florida,Volusia,VolusiaFlorida,0.8902557608774798,0.10928761811795391,0.00045662100456621014,0.0,0.0,0.0,108,51.166666666666664,37.333333333333336
Florida,Wakulla,WakullaFlorida,0.8674300834659595,0.1310727916249375,0.0004873294346978557,0.0010097954744052748,0.0,0.0,175,53.5,35.5
Georgia,Bibb,BibbGeorgia,0.739392918631634,0.25559048831000325,0.005016593058362652,0.0,0.0,0.0,147,60.333333333333336,40.5
Georgia,Chatham,ChathamGeorgia,0.795511141053472,0.20175287571425007,0.002279362227711655,0.00045662100456621014,0.0,0.0,180,56.5,39.0
Georgia,Chattooga,ChattoogaGeorgia,0.9261096136420645,0.07389038635793554,0.0,0.0,0.0,0.0,97,48.666666666666664,37.5
Georgia,Clarke,ClarkeGeorgia,0.7770754310189255,0.2191581219775909,0.0028456366904080405,0.0009208103130755064,0.0,0.0,162,58.0,40.166666666666664
Georgia,Cobb,CobbGeorgia,0.766253116117538,0.22970650321786512,0.003565546856429829,0.00047483380816714147,0.0,0.0,200,59.666666666666664,41.333333333333336
Georgia,Columbia,ColumbiaGeorgia,0.9204847988578148,0.07883492903334173,0.0006802721088435375,0.0,0.0,0.0,105,49.5,38.166666666666664
Georgia,Dawson,DawsonGeorgia,0.9104726593473043,0.08332571913937468,0.00620162151332108,0.0,0.0,0.0,126,49.333333333333336,37.5
Georgia,DeKalb,DeKalbGeorgia,0.6011527808967736,0.3892694063926941,0.008665818299772938,0.0009119944107592884,0.0,0.0,159,65.83333333333333,46.666666666666664
Georgia,Dougherty,DoughertyGeorgia,0.7006701308801694,0.29653764777182295,0.002324056554000114,0.0004681647940074907,0.0,0.0,151,61.333333333333336,38.5
Georgia,Douglas,DouglasGeorgia,0.8518120732788419,0.13719034975719469,0.01031730485511998,0.0006802721088435375,0.0,0.0,151,57.5,39.5
Georgia,Floyd,FloydGeorgia,0.6370848616413404,0.3620031439479003,0.0009119944107592884,0.0,0.0,0.0,109,61.333333333333336,42.0
Georgia,Fulton,FultonGeorgia,0.5804256339513469,0.3981206164397271,0.019628513189034184,0.0018252364198917085,0.0,0.0,172,69.33333333333333,46.833333333333336
Georgia,Glynn,GlynnGeorgia,0.9133112277823537,0.08571695491929827,0.0009718172983479108,0.0,0.0,0.0,129,48.833333333333336,35.166666666666664
Georgia,Gwinnett,GwinnettGeorgia,0.7229816730874857,0.2692300447078709,0.007331661200077176,0.00045662100456621014,0.0,0.0,154,62.666666666666664,42.166666666666664
Georgia,Henry,HenryGeorgia,0.791837815105891,0.19376265730223866,0.013468072779136869,0.0009314548127333516,0.0,0.0,159,59.5,37.666666666666664
Georgia,Houston,HoustonGeorgia,0.757785134595864,0.23785429782491285,0.0038897577863793906,0.00047080979284369113,0.0,0.0,152,57.833333333333336,36.833333333333336
Georgia,Lowndes,LowndesGeorgia,0.7885490730884951,0.21094740223879604,0.0,0.0005035246727089627,0.0,0.0,151,56.666666666666664,36.5
Georgia,Murray,MurrayGeorgia,0.8727949310735791,0.1253772038090821,0.0012326270221007063,0.0,0.0005952380952380953,0.0,233,53.5,39.833333333333336
Georgia,Muscogee,MuscogeeGeorgia,0.7772086749252427,0.21954233433656048,0.0032489907381966884,0.0,0.0,0.0,148,58.0,38.833333333333336
Georgia,Pike,PikeGeorgia,0.8947601622180055,0.09893857847949596,0.005831775734423465,0.0004694835680751175,0.0,0.0,161,52.666666666666664,36.833333333333336
Georgia,Richmond,RichmondGeorgia,0.6984021357536707,0.2942806380934867,0.005947363139143961,0.0009132420091324203,0.0,0.00045662100456621014,364,61.833333333333336,42.0
Georgia,Rockdale,RockdaleGeorgia,0.8234506854203999,0.16019630261670303,0.016353011962897124,0.0,0.0,0.0,150,61.833333333333336,37.833333333333336
Georgia,Sumter,SumterGeorgia,0.9228435997213661,0.07579585606094692,0.001360544217687075,0.0,0.0,0.0,129,50.333333333333336,36.5
Georgia,Walker,WalkerGeorgia,0.7479660735896232,0.2505971448011814,0.0,0.0014367816091954023,0.0,0.0,174,57.666666666666664,38.0
Hawaii,Hawaii,HawaiiHawaii,0.23381254135240212,0.14751655261423957,0.2822064572401424,0.33052961647729223,0.005479458909730637,0.0004553734061930783,337,171.5,110.33333333333333
