,Adelaide,Brisbane,Melbourne,Perth,Sydney
2019-10-17,,,1.0,2.0,1.4615384615384615
2019-10-18,,,1.0,1.6666666666666667,1.0
2019-10-19,,,,1.6666666666666667,1.125
2019-10-20,,,1.0,2.0,1.0
2019-10-21,,,1.0,2.5,1.5
2019-10-22,,,2.0,3.0,1.4166666666666667
2019-10-23,,,2.25,2.0,1.9166666666666667
2019-10-24,,,3.0,1.5,2.25
2019-10-25,,,1.0,1.0,10.25
2019-10-26,,,,2.0,1.3
2019-10-27,,,,2.0,1.3333333333333333
2019-10-28,,,1.6,2.6666666666666665,1.5833333333333333
2019-10-29,,,1.4,2.0,2.25
2019-10-30,,,2.2,2.3333333333333335,4.333333333333333
2019-10-31,,,1.8,1.3333333333333333,6.166666666666667
2019-11-01,,,2.0,1.6666666666666667,3.1666666666666665
2019-11-02,,,1.6,2.0,3.1666666666666665
2019-11-03,,,1.0,1.5,2.25
2019-11-04,,,1.0,1.0,1.8888888888888888
2019-11-05,,,1.0,2.0,1.2727272727272727
2019-11-06,,,1.75,1.6666666666666667,1.3333333333333333
2019-11-07,,,1.0,1.6666666666666667,1.0909090909090908
2019-11-08,,,1.0,1.3333333333333333,1.1
2019-11-09,,,1.0,1.6666666666666667,1.0
2019-11-10,,,1.0,2.5,1.0
2019-11-11,,,2.0,2.0,2.75
2019-11-12,,,1.0,1.3333333333333333,4.923076923076923
2019-11-13,,,1.4,2.3333333333333335,1.8333333333333333
2019-11-14,,,1.0,2.6666666666666665,1.5714285714285714
2019-11-15,,,1.0,2.3333333333333335,1.4615384615384615
2019-11-16,,,1.5,2.3333333333333335,1.2857142857142858
2019-11-17,,,1.0,2.0,1.0
2019-11-18,,,1.75,2.6666666666666665,3.7142857142857144
2019-11-19,,,1.0,2.0,6.6
2019-11-20,,,1.0,1.6666666666666667,1.5454545454545454
2019-11-21,,,1.75,1.5,7.2
2019-11-22,,,1.0,2.3333333333333335,4.666666666666667
2019-11-23,,,1.0,1.6666666666666667,1.4166666666666667
2019-11-24,,,1.75,1.3333333333333333,1.2727272727272727
2019-11-25,,,1.6,1.6666666666666667,2.4615384615384617
2019-11-26,,,1.0,1.3333333333333333,3.8666666666666667
