State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,StateCounty
Alabama,Baldwin,2016,279,0.8853046594982079,0.11469534050179213,0.0,0.0,0.0,0.0,87,51,37,0.0,0.0,0.7921146953405018,0.0,0.2078853046594982,0.0,"Baldwin, Alabama, US"
Alabama,Colbert,2016,282,0.9148936170212766,0.08156028368794327,0.0035460992907801413,0.0,0.0,0.0,115,50,38,0.0,0.0,0.7765957446808509,0.0,0.22340425531914893,0.0,"Colbert, Alabama, US"
Alabama,DeKalb,2016,348,0.8735632183908046,0.1235632183908046,0.002873563218390805,0.0,0.0,0.0,119,54,40,0.0,0.0,0.9224137931034484,0.0,0.07758620689655173,0.0,"DeKalb, Alabama, US"
Alabama,Etowah,2016,352,0.4602272727272727,0.5227272727272727,0.008522727272727272,0.008522727272727272,0.0,0.0,179,67,52,0.0,0.0,0.2954545454545455,0.0,0.7045454545454546,0.0,"Etowah, Alabama, US"
Alabama,Houston,2016,280,0.9464285714285714,0.05357142857142857,0.0,0.0,0.0,0.0,97,48,35,0.0,0.0,0.7892857142857143,0.0,0.2107142857142857,0.0,"Houston, Alabama, US"
Alabama,Jefferson,2016,366,0.5218579234972678,0.453551912568306,0.02185792349726776,0.00273224043715847,0.0,0.0,151,77,49,0.0,0.04371584699453552,0.4016393442622951,0.00273224043715847,0.5437158469945356,0.008196721311475409,"Jefferson, Alabama, US"
Alabama,Madison,2016,333,0.8408408408408409,0.15615615615615616,0.003003003003003003,0.0,0.0,0.0,122,55,40,0.0,0.0,0.7057057057057057,0.0,0.1021021021021021,0.1921921921921922,"Madison, Alabama, US"
Alabama,Mobile,2016,366,0.7568306010928961,0.2377049180327869,0.00546448087431694,0.0,0.0,0.0,139,58,41,0.0,0.0,0.3770491803278688,0.024590163934426233,0.5983606557377049,0.0,"Mobile, Alabama, US"
Alabama,Montgomery,2016,363,0.7851239669421488,0.20936639118457298,0.0027548209366391185,0.0027548209366391185,0.0,0.0,170,58,42,0.0,0.0,0.4820936639118457,0.0,0.5179063360881543,0.0,"Montgomery, Alabama, US"
Alabama,Morgan,2016,365,0.8328767123287671,0.16164383561643836,0.0054794520547945215,0.0,0.0,0.0,107,55,40,0.0,0.0,0.5863013698630137,0.0,0.4136986301369863,0.0,"Morgan, Alabama, US"
Alabama,Russell,2016,257,0.7470817120622568,0.2529182879377432,0.0,0.0,0.0,0.0,100,61,43,0.0,0.0,0.6848249027237354,0.0,0.3151750972762646,0.0,"Russell, Alabama, US"
