State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,StateCounty
Alabama,Baldwin,2018,270,0.9074074074074074,0.0925925925925926,0.0,0.0,0.0,0.0,97,50,35,0.0,0.0,0.7925925925925926,0.0,0.2074074074074074,0.0,"Baldwin, Alabama, US"
Alabama,Colbert,2018,277,0.9061371841155236,0.09386281588447654,0.0,0.0,0.0,0.0,93,50,35,0.0,0.0,0.7545126353790613,0.0,0.24548736462093865,0.0,"Colbert, Alabama, US"
Alabama,DeKalb,2018,350,0.9028571428571428,0.09714285714285714,0.0,0.0,0.0,0.0,84,50,35,0.0,0.0,0.9057142857142856,0.0,0.09428571428571428,0.0,"DeKalb, Alabama, US"
Alabama,Etowah,2018,324,0.7129629629629629,0.2839506172839506,0.0,0.00308641975308642,0.0,0.0,153,61,41,0.0,0.0,0.5524691358024691,0.0,0.4475308641975309,0.0,"Etowah, Alabama, US"
Alabama,Houston,2018,277,0.8989169675090253,0.10108303249097472,0.0,0.0,0.0,0.0,80,51,35,0.0,0.0,0.7617328519855595,0.0,0.23826714801444046,0.0,"Houston, Alabama, US"
Alabama,Jefferson,2018,365,0.4794520547945205,0.5041095890410959,0.0136986301369863,0.0027397260273972607,0.0,0.0,156,74,51,0.0,0.0027397260273972607,0.2904109589041096,0.08767123287671233,0.6109589041095891,0.00821917808219178,"Jefferson, Alabama, US"
Alabama,Madison,2018,365,0.7534246575342466,0.24383561643835616,0.0027397260273972607,0.0,0.0,0.0,115,58,41,0.0,0.0,0.3561643835616438,0.0,0.6410958904109589,0.0027397260273972607,"Madison, Alabama, US"
Alabama,Mobile,2018,365,0.7945205479452054,0.2027397260273973,0.0027397260273972607,0.0,0.0,0.0,105,57,38,0.0,0.0,0.410958904109589,0.03561643835616438,0.5534246575342465,0.0,"Mobile, Alabama, US"
Alabama,Montgomery,2018,324,0.4598765432098765,0.5401234567901234,0.0,0.0,0.0,0.0,93,66,52,0.0,0.0,0.13271604938271606,0.0,0.8672839506172839,0.0,"Montgomery, Alabama, US"
Alabama,Morgan,2018,364,0.8351648351648352,0.16483516483516486,0.0,0.0,0.0,0.0,100,54,37,0.0,0.0,0.4835164835164835,0.0,0.5164835164835165,0.0,"Morgan, Alabama, US"
Alabama,Russell,2018,364,0.760989010989011,0.23901098901098905,0.0,0.0,0.0,0.0,99,61,39,0.0,0.0,0.3159340659340659,0.0,0.6840659340659341,0.0,"Russell, Alabama, US"
