State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,StateCounty
Alabama,Baldwin,2014,280,0.8285714285714286,0.16428571428571428,0.0071428571428571435,0.0,0.0,0.0,112,59,38,0.0,0.0,0.7321428571428571,0.0,0.26785714285714285,0.0,"Baldwin, Alabama, US"
Alabama,Colbert,2014,284,0.8838028169014085,0.11619718309859155,0.0,0.0,0.0,0.0,87,52,37,0.0,0.0,0.7253521126760564,0.0,0.2746478873239437,0.0,"Colbert, Alabama, US"
Alabama,DeKalb,2014,360,0.8694444444444445,0.13055555555555556,0.0,0.0,0.0,0.0,90,54,38,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,"DeKalb, Alabama, US"
Alabama,Etowah,2014,281,0.8683274021352313,0.13167259786476868,0.0,0.0,0.0,0.0,97,54,38,0.0,0.0,0.7366548042704626,0.0,0.2633451957295373,0.0,"Etowah, Alabama, US"
Alabama,Houston,2014,279,0.8637992831541219,0.13620071684587814,0.0,0.0,0.0,0.0,80,52,38,0.0,0.0,0.7598566308243727,0.0,0.24014336917562726,0.0,"Houston, Alabama, US"
Alabama,Jefferson,2014,365,0.4328767123287671,0.5506849315068493,0.01643835616438356,0.0,0.0,0.0,112,74,53,0.0,0.019178082191780826,0.19452054794520549,0.0054794520547945215,0.7753424657534247,0.0054794520547945215,"Jefferson, Alabama, US"
Alabama,Madison,2014,338,0.8313609467455622,0.16863905325443787,0.0,0.0,0.0,0.0,97,58,39,0.0,0.0,0.6331360946745562,0.0,0.20118343195266272,0.16568047337278108,"Madison, Alabama, US"
Alabama,Mobile,2014,285,0.7859649122807018,0.19298245614035087,0.021052631578947368,0.0,0.0,0.0,115,67,41,0.0,0.0,0.7824561403508772,0.0,0.21403508771929824,0.003508771929824561,"Mobile, Alabama, US"
Alabama,Montgomery,2014,284,0.8274647887323944,0.17253521126760565,0.0,0.0,0.0,0.0,87,56,40,0.0,0.0,0.6971830985915493,0.0,0.3028169014084507,0.0,"Montgomery, Alabama, US"
Alabama,Morgan,2014,283,0.8409893992932862,0.15901060070671375,0.0,0.0,0.0,0.0,93,54,39,0.0,0.0,0.7385159010600707,0.0,0.2614840989399293,0.0,"Morgan, Alabama, US"
Alabama,Russell,2014,284,0.7676056338028169,0.2288732394366197,0.0035211267605633804,0.0,0.0,0.0,108,58,40,0.0,0.0,0.647887323943662,0.0,0.35211267605633795,0.0,"Russell, Alabama, US"
Alabama,Shelby,2014,273,0.8278388278388278,0.1684981684981685,0.0036630036630036634,0.0,0.0,0.0,119,54,40,0.0,0.0,0.7692307692307693,0.0,0.2307692307692308,0.0,"Shelby, Alabama, US"
Alabama,Sumter,2014,241,0.9626556016597512,0.03734439834024896,0.0,0.0,0.0,0.0,74,47,34,0.0,0.0,1.0,0.0,0.0,0.0,"Sumter, Alabama, US"
Alabama,Tuscaloosa,2014,280,0.8964285714285715,0.10357142857142858,0.0,0.0,0.0,0.0,93,52,36,0.0,0.0,0.6785714285714286,0.0,0.32142857142857145,0.0,"Tuscaloosa, Alabama, US"
Arizona,Apache,2014,365,0.9972602739726028,0.0027397260273972607,0.0,0.0,0.0,0.0,67,27,14,0.0,0.0,0.0,0.0,0.13150684931506848,0.8684931506849315,"Apache, Arizona, US"
Arizona,Cochise,2014,365,0.6164383561643836,0.3698630136986301,0.0136986301369863,0.0,0.0,0.0,137,67,47,0.0,0.0,0.7232876712328767,0.0,0.04931506849315069,0.2273972602739726,"Cochise, Arizona, US"
Arizona,Coconino,2014,357,0.7002801120448179,0.2857142857142857,0.014005602240896359,0.0,0.0,0.0,126,67,44,0.0,0.0,0.969187675070028,0.0,0.030812324929971987,0.0,"Coconino, Arizona, US"
Arizona,Gila,2014,365,0.2657534246575343,0.35342465753424657,0.3205479452054795,0.06027397260273973,0.0,0.0,200,135,79,0.0,0.0,0.1863013698630137,0.6958904109589041,0.0027397260273972607,0.11506849315068493,"Gila, Arizona, US"
Arizona,La Paz,2014,358,0.7374301675977654,0.25139664804469275,0.0111731843575419,0.0,0.0,0.0,136,67,44,0.0,0.002793296089385475,0.9748603351955308,0.0,0.0,0.0223463687150838,"La Paz, Arizona, US"
Arizona,Maricopa,2014,365,0.11232876712328768,0.7643835616438356,0.11506849315068493,0.0054794520547945215,0.0027397260273972607,0.0,221,108,67,0.0,0.04383561643835617,0.5424657534246575,0.0,0.2356164383561644,0.1780821917808219,"Maricopa, Arizona, US"
Arizona,Mohave,2014,365,0.9753424657534246,0.024657534246575345,0.0,0.0,0.0,0.0,77,31,18,0.0,0.0,0.0,0.0,0.052054794520547946,0.947945205479452,"Mohave, Arizona, US"
Arizona,Navajo,2014,365,0.7452054794520548,0.2493150684931507,0.0054794520547945215,0.0,0.0,0.0,101,64,44,0.0,0.0,0.9835616438356164,0.0,0.0027397260273972607,0.0136986301369863,"Navajo, Arizona, US"
Arizona,Pima,2014,365,0.6027397260273972,0.38904109589041097,0.00821917808219178,0.0,0.0,0.0,129,74,48,0.0,0.0136986301369863,0.6767123287671233,0.0,0.07671232876712329,0.2328767123287671,"Pima, Arizona, US"
Arizona,Pinal,2014,365,0.1643835616438356,0.5972602739726027,0.1506849315068493,0.046575342465753435,0.00821917808219178,0.03287671232876712,881,142,71,0.0,0.0,0.21095890410958906,0.0,0.0821917808219178,0.7068493150684931,"Pinal, Arizona, US"
Arizona,Santa Cruz,2014,365,0.7315068493150685,0.2575342465753425,0.0054794520547945215,0.0054794520547945215,0.0,0.0,199,69,34,0.0,0.0,0.0,0.0,0.3315068493150685,0.6684931506849315,"Santa Cruz, Arizona, US"
Arizona,Yavapai,2014,280,0.6607142857142857,0.31785714285714284,0.021428571428571432,0.0,0.0,0.0,140,77,44,0.0,0.0,0.8642857142857143,0.0,0.1357142857142857,0.0,"Yavapai, Arizona, US"
Arizona,Yuma,2014,365,0.6054794520547945,0.3479452054794521,0.03287671232876712,0.00821917808219178,0.0054794520547945215,0.0,284,84,47,0.0,0.0,0.5315068493150685,0.0,0.1232876712328767,0.3452054794520548,"Yuma, Arizona, US"
Arkansas,Clark,2014,352,0.9715909090909092,0.028409090909090905,0.0,0.0,0.0,0.0,90,45,33,0.0,0.0,1.0,0.0,0.0,0.0,"Clark, Arkansas, US"
Arkansas,Crittenden,2014,365,0.8684931506849315,0.13150684931506848,0.0,0.0,0.0,0.0,93,54,37,0.0,0.0684931506849315,0.7890410958904109,0.0,0.14246575342465753,0.0,"Crittenden, Arkansas, US"
Arkansas,Newton,2014,365,0.9205479452054794,0.07945205479452055,0.0,0.0,0.0,0.0,87,49,36,0.0,0.0,0.9369863013698628,0.0,0.06301369863013699,0.0,"Newton, Arkansas, US"
Arkansas,Polk,2014,360,0.8444444444444444,0.15555555555555556,0.0,0.0,0.0,0.0,100,57,38,0.0,0.0,0.8305555555555556,0.0,0.16944444444444445,0.0,"Polk, Arkansas, US"
Arkansas,Pulaski,2014,365,0.6246575342465753,0.3671232876712329,0.00821917808219178,0.0,0.0,0.0,115,67,44,0.0,0.019178082191780826,0.3698630136986301,0.0,0.6109589041095891,0.0,"Pulaski, Arkansas, US"
Arkansas,Union,2014,365,0.9178082191780822,0.0821917808219178,0.0,0.0,0.0,0.0,89,45,4,0.0,0.0,0.0,0.6794520547945205,0.3205479452054795,0.0,"Union, Arkansas, US"
Arkansas,Washington,2014,365,0.8657534246575342,0.13424657534246576,0.0,0.0,0.0,0.0,86,54,39,0.0,0.0,0.8767123287671232,0.0,0.1232876712328767,0.0,"Washington, Arkansas, US"
California,Alameda,2014,365,0.673972602739726,0.29863013698630136,0.0273972602739726,0.0,0.0,0.0,133,69,43,0.0,0.0904109589041096,0.4246575342465753,0.0,0.4849315068493151,0.0,"Alameda, California, US"
