State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,StateCounty
Alabama,Baldwin,2015,264,0.8712121212121212,0.125,0.0037878787878787884,0.0,0.0,0.0,129,53,38,0.0,0.0,0.7159090909090909,0.0,0.2840909090909091,0.0,"Baldwin, Alabama, US"
Alabama,Colbert,2015,280,0.8964285714285715,0.10357142857142858,0.0,0.0,0.0,0.0,73,51,36,0.0,0.0,0.6964285714285714,0.0,0.3035714285714285,0.0,"Colbert, Alabama, US"
Alabama,DeKalb,2015,363,0.8787878787878788,0.1184573002754821,0.0027548209366391185,0.0,0.0,0.0,101,52,37,0.0,0.0,0.8457300275482094,0.0,0.15426997245179064,0.0,"DeKalb, Alabama, US"
Alabama,Etowah,2015,365,0.6054794520547945,0.3753424657534247,0.010958904109589041,0.00821917808219178,0.0,0.0,170,64,46,0.0,0.0,0.326027397260274,0.0,0.673972602739726,0.0,"Etowah, Alabama, US"
Alabama,Houston,2015,283,0.9151943462897526,0.08480565371024736,0.0,0.0,0.0,0.0,74,49,33,0.0,0.0,0.7455830388692579,0.0,0.254416961130742,0.0,"Houston, Alabama, US"
Alabama,Jefferson,2015,365,0.5561643835616439,0.4301369863013699,0.0136986301369863,0.0,0.0,0.0,147,70,48,0.0,0.030136986301369864,0.2904109589041096,0.01643835616438356,0.6547945205479452,0.00821917808219178,"Jefferson, Alabama, US"
Alabama,Madison,2015,333,0.8648648648648649,0.13513513513513514,0.0,0.0,0.0,0.0,87,54,38,0.0,0.0,0.6456456456456456,0.0,0.1891891891891892,0.16516516516516516,"Madison, Alabama, US"
Alabama,Mobile,2015,363,0.7548209366391184,0.24242424242424246,0.0027548209366391185,0.0,0.0,0.0,105,58,40,0.0,0.0,0.3856749311294766,0.0,0.6143250688705234,0.0,"Mobile, Alabama, US"
Alabama,Montgomery,2015,359,0.6323119777158774,0.3649025069637883,0.0027855153203342623,0.0,0.0,0.0,115,61,45,0.0,0.0,0.3119777158774373,0.0,0.6880222841225627,0.0,"Montgomery, Alabama, US"
Alabama,Morgan,2015,365,0.8273972602739726,0.1726027397260274,0.0,0.0,0.0,0.0,92,56,38,0.0,0.0,0.44931506849315067,0.0,0.5506849315068493,0.0,"Morgan, Alabama, US"
