date, pm25, pm10, o3, no2, so2, co
2019/3/20, 42, 22, , 7, 4, 5
2019/3/21, 53, 19, , 6, 2, 4
2019/3/22, 41, 16, , 4, , 3
2019/3/23, 34, 10, , 2, 3, 2
2019/3/24, 10, 16, , 3, 4, 2
2019/3/25, 23, 21, , 4, , 2
2019/3/26, 33, 20, , 5, 2, 2
2019/3/27, 34, 27, , 10, 6, 4
2019/3/28, 49, 26, , 4, , 3
2019/3/29, 46, 15, , 4, , 2
2019/3/30, 17, 17, , 4, , 2
2019/3/31, 27, 14, , 5, 2, 2
2019/4/1, 23, 17, , 6, , 3
2018/10/2, 35, 6, 22, 2, 2, 2
2018/10/3, 19, 6, 20, 2, 2, 3
2018/10/4, 15, 8, 21, 2, , 2
2018/10/5, 21, 9, 21, 4, 3, 
2018/10/6, 25, 10, 18, 5, 6, 3
2018/10/7, 28, 9, 18, 6, 7, 3
2018/10/8, 25, 8, 24, 4, , 2
2018/10/9, 23, 7, 29, 3, 2, 3
2018/10/10, 22, 11, 29, 5, , 3
2018/10/11, 33, 13, 29, 6, 2, 3
2018/10/12, 35, 13, 26, 3, 2, 
2018/10/13, 33, 8, 26, 3, 2, 2
2018/10/14, 21, 14, 27, 2, 2, 2
2018/10/15, 26, 17, 25, 5, , 2
2018/10/16, 32, 13, 30, 9, 3, 3
2018/10/17, 32, 14, 32, 6, 2, 2
2018/10/18, 34, 12, 26, 3, 2, 1
2018/10/19, 25, 11, 22, 5, , 2
2018/10/20, 24, 9, 24, 5, 2, 3
2018/10/21, 21, 10, 27, 1, , 2
2018/10/22, 21, 15, 25, 4, 2, 
2018/10/23, 31, 10, 24, 5, , 2
2018/10/24, 24, 9, 18, 5, , 3
2018/10/25, 23, 12, 19, 4, 7, 2
2018/10/26, 29, 19, 19, 5, 6, 2
2018/10/27, 44, 20, 21, 4, 8, 3
2018/10/28, 51, 26, 28, 4, 6, 4
2018/10/29, 68, 33, 17, 4, 5, 6
2018/10/30, 83, 15, 20, 4, 3, 3
2018/10/31, 38, 19, 15, 2, , 3
2018/11/1, 41, 15, 23, 2, 2, 2
2018/11/2, 33, 13, 24, 5, , 3
2018/11/3, 29, 16, 21, 4, 3, 
2018/11/4, 40, 14, 21, 1, , 
2018/11/5, 30, 12, 21, 4, , 2
2018/11/6, 26, 11, 19, 3, 2, 
2018/11/7, 26, 12, 27, 3, 5, 2
2018/11/8, 31, 23, 22, 6, 8, 3
2018/11/9, 59, 19, 24, 6, 6, 2
2018/11/10, 38, 24, 26, 7, 3, 3
2018/11/11, 54, 24, 20, 3, 3, 3
2018/11/12, 58, 11, 17, 3, 4, 2
2018/11/13, 30, 8, 16, 3, 3, 1
2018/11/14, 25, 13, 21, 5, 5, 2
2018/11/15, 29, 27, 28, 9, 7, 4
