State,County,CS,GoodDays,ModerateDays,UnhealthyForSensitiveGroupsDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,AQI_Class_KMR,AQI_Class_KMN
California,Inyo,InyoCalifornia,0.599695585996956,0.33960251515832,0.036967587394266,0.0127803977343614,0.00228185742445792,0.00867205629163859,2,3
California,Kern,KernCalifornia,0.185300795967762,0.466898719964069,0.281607904783292,0.0643660952666118,0.00091324200913242,0.00091324200913242,3,3
California,Kings,KingsCalifornia,0.272496693864311,0.549056815629912,0.145573520972129,0.0319597275245153,0,0.00091324200913242,3,3
California,Lake,LakeCalifornia,0.970829840159349,0.0263896524807125,0.00138639538734082,0.000927258564567632,0.000466853408029879,0,1,1
California,Los Angeles,Los AngelesCalifornia,0.100416697856626,0.599256431369613,0.217250542705292,0.0753187613843351,0.00775756668413304,0,3,3
California,Madera,MaderaCalifornia,0.369709559098735,0.507978391596177,0.107247298949522,0.0150647503555655,0,0,3,3
California,Marin,MarinCalifornia,0.824982072869095,0.163597377291924,0.00548447677961999,0.00547945205479452,0.00045662100456621,0,1,3
California,Mariposa,MariposaCalifornia,0.571872894677745,0.358745664595653,0.0460950170920977,0.0187202135888415,0.00410958904109589,0.00045662100456621,3,3
California,Mendocino,MendocinoCalifornia,0.835348113920762,0.149557049409059,0.0100619699934768,0.00411711576095138,0.000457875457875458,0.000457875457875458,1,3
California,Merced,MercedCalifornia,0.454986280530857,0.444485354703186,0.0913921676048332,0.00913619716112418,0,0,3,3
California,Mono,MonoCalifornia,0.830658482421339,0.108652094717668,0.0141515083464331,0.0114080395239165,0.00410958904109589,0.0310202859495471,1,3
California,Monterey,MontereyCalifornia,0.888179005414577,0.102245677071637,0.00501908825510891,0.00455622925867705,0,0,1,3
California,Napa,NapaCalifornia,0.722095232661143,0.264625110783982,0.00641152468674262,0.00595238095238095,0.000915750915750916,0,2,3
California,Nevada,NevadaCalifornia,0.633940123447624,0.263698284931374,0.0859043221780028,0.0164572694429992,0,0,2,3
California,Orange,OrangeCalifornia,0.42036080544951,0.523493524964443,0.0506687127279986,0.00547695685804826,0,0,3,3
California,Placer,PlacerCalifornia,0.528511365621179,0.38842727749083,0.0679991017291714,0.0127791501359882,0.00228310502283105,0,3,3
California,Riverside,RiversideCalifornia,0.129625470968386,0.488800309404397,0.277974898320733,0.0926479027871348,0.00867080869326546,0.00228060982608479,3,3
