GEO_ID,NAME,S2701_C01_001E,S2701_C02_001E,S2701_C03_001E,S2701_C03_001M,S2701_C04_001E,S2701_C05_001E
id,Geographic Area Name,Estimate!!Total!!Civilian noninstitutionalized population,Estimate!!Insured!!Civilian noninstitutionalized population,Estimate!!Percent Insured!!Civilian noninstitutionalized population,Margin of Error!!Percent Insured MOE!!Civilian noninstitutionalized population,Estimate!!Uninsured!!Civilian noninstitutionalized population,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population
0500000US37057,"Davidson County, North Carolina",164985,144068,87.3,2.3,20917,12.7
0500000US39089,"Licking County, Ohio",174424,164799,94.5,1.3,9625,5.5
0500000US41029,"Jackson County, Oregon",218330,202842,92.9,1.1,15488,7.1
0500000US42063,"Indiana County, Pennsylvania",83204,76901,92.4,1.9,6303,7.6
0500000US45007,"Anderson County, South Carolina",199149,178698,89.7,1.7,20451,10.3
0500000US48135,"Ector County, Texas",161050,129341,80.3,3.2,31709,19.7
0500000US48423,"Smith County, Texas",227757,184696,81.1,2.3,43061,18.9
0500000US48469,"Victoria County, Texas",91066,77669,85.3,2.8,13397,14.7
0500000US55127,"Walworth County, Wisconsin",103041,94833,92,1.7,8208,8
0500000US01127,"Walker County, Alabama",63016,54592,86.6,3,8424,13.4
0500000US05007,"Benton County, Arkansas",270880,248852,91.9,1.4,22028,8.1
0500000US06101,"Sutter County, California",95650,88425,92.4,1.8,7225,7.6
0500000US08001,"Adams County, Colorado",508603,464238,91.3,1.1,44365,8.7
0500000US12087,"Monroe County, Florida",73287,61057,83.3,2.8,12230,16.7
0500000US12095,"Orange County, Florida",1369371,1190795,87,1.1,178576,13
0500000US13077,"Coweta County, Georgia",145242,126103,86.8,2.3,19139,13.2
0500000US17099,"LaSalle County, Illinois",106352,101783,95.7,1.3,4569,4.3
0500000US19113,"Linn County, Iowa",224039,216760,96.8,0.7,7279,3.2
0500000US27013,"Blue Earth County, Minnesota",66772,64655,96.8,1,2117,3.2
0500000US28047,"Harrison County, Mississippi",199671,169211,84.7,1.8,30460,15.3
0500000US28049,"Hinds County, Mississippi",234769,208896,89,1.5,25873,11
0500000US29099,"Jefferson County, Missouri",222736,204351,91.7,1.4,18385,8.3
0500000US33009,"Grafton County, New Hampshire",88797,84722,95.4,1.2,4075,4.6
0500000US36013,"Chautauqua County, New York",125546,117414,93.5,1.9,8132,6.5
0500000US37067,"Forsyth County, North Carolina",375893,334919,89.1,1,40974,10.9
0500000US39025,"Clermont County, Ohio",204151,192276,94.2,1.1,11875,5.8
0500000US39041,"Delaware County, Ohio",203665,194061,95.3,1.1,9604,4.7
0500000US39049,"Franklin County, Ohio",1302626,1198027,92,0.7,104599,8
0500000US39103,"Medina County, Ohio",177900,173161,97.3,0.7,4739,2.7
0500000US47011,"Bradley County, Tennessee",105605,92753,87.8,2.4,12852,12.2
0500000US48021,"Bastrop County, Texas",84840,70861,83.5,3.5,13979,16.5
0500000US48355,"Nueces County, Texas",357736,290949,81.3,1.6,66787,18.7
0500000US53005,"Benton County, Washington",200756,181797,90.6,1.8,18959,9.4
0500000US53073,"Whatcom County, Washington",224331,211334,94.2,1.4,12997,5.8
0500000US04001,"Apache County, Arizona",71145,50198,70.6,3.2,20947,29.4
0500000US04015,"Mohave County, Arizona",206088,189973,92.2,1.3,16115,7.8
0500000US04019,"Pima County, Arizona",1017187,919305,90.4,0.8,97882,9.6
0500000US05143,"Washington County, Arkansas",235036,210156,89.4,1.7,24880,10.6
0500000US06095,"Solano County, California",434732,415563,95.6,0.8,19169,4.4
0500000US11001,"District of Columbia, District of Columbia",692817,670920,96.8,0.5,21897,3.2
0500000US12109,"St. Johns County, Florida",252799,228896,90.5,1.7,23903,9.5
0500000US16083,"Twin Falls County, Idaho",85297,75123,88.1,2.5,10174,11.9
0500000US17115,"Macon County, Illinois",102467,97432,95.1,1.3,5035,4.9
0500000US18167,"Vigo County, Indiana",103518,95238,92,1.8,8280,8
0500000US21037,"Campbell County, Kentucky",91550,89343,97.6,0.7,2207,2.4
0500000US22019,"Calcasieu Parish, Louisiana",201164,185534,92.2,1.4,15630,7.8
0500000US22097,"St. Landry Parish, Louisiana",81729,73203,89.6,2.5,8526,10.4
0500000US25023,"Plymouth County, Massachusetts",510387,499611,97.9,0.5,10776,2.1
0500000US29043,"Christian County, Missouri",86459,78887,91.2,1.9,7572,8.8
0500000US30049,"Lewis and Clark County, Montana",67810,64073,94.5,1.7,3737,5.5
0500000US35025,"Lea County, New Mexico",67368,57302,85.1,3.5,10066,14.9
0500000US39157,"Tuscarawas County, Ohio",91239,84123,92.2,2.4,7116,7.8
0500000US40125,"Pottawatomie County, Oklahoma",70903,62394,88,1.9,8509,12
0500000US45091,"York County, South Carolina",272465,253970,93.2,0.9,18495,6.8
0500000US48441,"Taylor County, Texas",132182,111055,84,2.3,21127,16
0500000US48471,"Walker County, Texas",57066,49762,87.2,2.9,7304,12.8
0500000US50007,"Chittenden County, Vermont",163043,157536,96.6,1.2,5507,3.4
0500000US51740,"Portsmouth city, Virginia",89076,80801,90.7,1.7,8275,9.3
0500000US54107,"Wood County, West Virginia",83654,77640,92.8,1.9,6014,7.2
0500000US56025,"Natrona County, Wyoming",77768,68499,88.1,2.7,9269,11.9
0500000US01055,"Etowah County, Alabama",101700,92070,90.5,1.7,9630,9.5
0500000US01081,"Lee County, Alabama",162283,149587,92.2,1.8,12696,7.8
0500000US02020,"Anchorage Municipality, Alaska",280594,248926,88.7,1.6,31668,11.3
0500000US08031,"Denver County, Colorado",710084,646038,91,0.7,64046,9
0500000US12021,"Collier County, Florida",376691,315684,83.8,1.9,61007,16.2
0500000US12086,"Miami-Dade County, Florida",2738060,2284638,83.4,0.5,453422,16.6
0500000US18097,"Marion County, Indiana",944698,838617,88.8,0.9,106081,11.2
0500000US20045,"Douglas County, Kansas",120668,114409,94.8,1.8,6259,5.2
0500000US22063,"Livingston Parish, Louisiana",138485,128416,92.7,1.5,10069,7.3
0500000US26037,"Clinton County, Michigan",78748,75455,95.8,1.1,3293,4.2
0500000US28059,"Jackson County, Mississippi",141208,120631,85.4,2.3,20577,14.6
0500000US36019,"Clinton County, New York",75657,73240,96.8,1.2,2417,3.2
0500000US36061,"New York County, New York",1617657,1533230,94.8,0.6,84427,5.2
0500000US36091,"Saratoga County, New York",227262,219142,96.4,1.3,8120,3.6
0500000US37001,"Alamance County, North Carolina",165380,147323,89.1,1.7,18057,10.9
0500000US37101,"Johnston County, North Carolina",201258,178714,88.8,1.8,22544,11.2
0500000US37135,"Orange County, North Carolina",145420,134725,92.6,1.4,10695,7.4
0500000US37179,"Union County, North Carolina",234893,207058,88.1,1.6,27835,11.9
0500000US38035,"Grand Forks County, North Dakota",68852,64584,93.8,1.8,4268,6.2
0500000US39017,"Butler County, Ohio",378973,360076,95,0.8,18897,5
0500000US41017,"Deschutes County, Oregon",191236,174626,91.3,1.4,16610,8.7
0500000US42033,"Clearfield County, Pennsylvania",73881,70705,95.7,1.3,3176,4.3
0500000US45057,"Lancaster County, South Carolina",93475,84946,90.9,2.3,8529,9.1
0500000US47009,"Blount County, Tennessee",130253,118631,91.1,1.4,11622,8.9
0500000US48121,"Denton County, Texas",855963,761305,88.9,1.1,94658,11.1
0500000US48375,"Potter County, Texas",112868,86921,77,3,25947,23
0500000US48453,"Travis County, Texas",1240641,1088542,87.7,0.8,152099,12.3
0500000US49011,"Davis County, Utah",347850,329013,94.6,1,18837,5.4
0500000US51013,"Arlington County, Virginia",232109,218667,94.2,1.4,13442,5.8
0500000US01101,"Montgomery County, Alabama",220766,198570,89.9,1.6,22196,10.1
0500000US06073,"San Diego County, California",3239327,2967299,91.6,0.4,272028,8.4
0500000US06077,"San Joaquin County, California",741862,693931,93.5,0.6,47931,6.5
0500000US10001,"Kent County, Delaware",175018,164462,94,1.9,10556,6
0500000US12111,"St. Lucie County, Florida",319117,271792,85.2,2.6,47325,14.8
0500000US13185,"Lowndes County, Georgia",111388,91817,82.4,2.8,19571,17.6
0500000US17001,"Adams County, Illinois",64486,62147,96.4,1.2,2339,3.6
0500000US17037,"DeKalb County, Illinois",103457,99241,95.9,1.1,4216,4.1
0500000US17199,"Williamson County, Illinois",65092,61267,94.1,2,3825,5.9
0500000US18063,"Hendricks County, Indiana",164922,156234,94.7,1.3,8688,5.3
0500000US19155,"Pottawattamie County, Iowa",92587,85484,92.3,2,7103,7.7
0500000US24021,"Frederick County, Maryland",253184,240834,95.1,0.8,12350,4.9
0500000US24033,"Prince George's County, Maryland",902794,807900,89.5,0.7,94894,10.5
0500000US26045,"Eaton County, Michigan",108913,103678,95.2,1.3,5235,4.8
0500000US26075,"Jackson County, Michigan",151133,141153,93.4,1.4,9980,6.6
0500000US26121,"Muskegon County, Michigan",168411,161661,96,0.8,6750,4
0500000US26139,"Ottawa County, Michigan",289215,275846,95.4,1.2,13369,4.6
0500000US27003,"Anoka County, Minnesota",351332,338527,96.4,0.6,12805,3.6
0500000US31055,"Douglas County, Nebraska",559690,502926,89.9,0.8,56764,10.1
0500000US31109,"Lancaster County, Nebraska",313217,291424,93,0.9,21793,7
0500000US33005,"Cheshire County, New Hampshire",75709,71183,94,1.8,4526,6
0500000US34011,"Cumberland County, New Jersey",139670,128480,92,1.7,11190,8
0500000US35049,"Santa Fe County, New Mexico",148890,131943,88.6,1.9,16947,11.4
0500000US37051,"Cumberland County, North Carolina",301987,274030,90.7,0.9,27957,9.3
0500000US42075,"Lebanon County, Pennsylvania",139664,126683,90.7,1.9,12981,9.3
0500000US47037,"Davidson County, Tennessee",686362,602246,87.7,1,84116,12.3
0500000US48113,"Dallas County, Texas",2619843,2052542,78.3,0.7,567301,21.7
0500000US48167,"Galveston County, Texas",332026,280473,84.5,1.7,51553,15.5
0500000US51153,"Prince William County, Virginia",460115,409148,88.9,1.1,50967,11.1
0500000US51199,"York County, Virginia",64271,61926,96.4,1.4,2345,3.6
0500000US53011,"Clark County, Washington",479328,451972,94.3,0.8,27356,5.7
0500000US55117,"Sheboygan County, Wisconsin",113179,108189,95.6,1.2,4990,4.4
0500000US56021,"Laramie County, Wyoming",95265,89949,94.4,1.6,5316,5.6
0500000US06053,"Monterey County, California",419413,375468,89.5,1.3,43945,10.5
0500000US08035,"Douglas County, Colorado",341122,330885,97,0.7,10237,3
0500000US12031,"Duval County, Florida",930787,813038,87.3,1,117749,12.7
0500000US13255,"Spalding County, Georgia",64812,54221,83.7,3.6,10591,16.3
0500000US18003,"Allen County, Indiana",371835,338783,91.1,1.4,33052,8.9
0500000US22005,"Ascension Parish, Louisiana",123860,116908,94.4,1.5,6952,5.6
0500000US26161,"Washtenaw County, Michigan",367336,352046,95.8,0.6,15290,4.2
0500000US28089,"Madison County, Mississippi",104709,98939,94.5,1.5,5770,5.5
0500000US29021,"Buchanan County, Missouri",85601,74482,87,2.6,11119,13
0500000US29077,"Greene County, Missouri",287891,257990,89.6,1.1,29901,10.4
0500000US34015,"Gloucester County, New Jersey",290287,278350,95.9,0.8,11937,4.1
0500000US34029,"Ocean County, New Jersey",596694,562176,94.2,0.7,34518,5.8
0500000US34039,"Union County, New Jersey",553927,495552,89.5,1.1,58375,10.5
0500000US36009,"Cattaraugus County, New York",76091,70795,93,1.4,5296,7
0500000US36055,"Monroe County, New York",735376,713255,97,0.5,22121,3
0500000US36109,"Tompkins County, New York",101951,99634,97.7,0.8,2317,2.3
0500000US37027,"Caldwell County, North Carolina",81236,70751,87.1,3.1,10485,12.9
0500000US37063,"Durham County, North Carolina",311601,277933,89.2,1.1,33668,10.8
0500000US37191,"Wayne County, North Carolina",119636,104124,87,2,15512,13
0500000US41003,"Benton County, Oregon",91904,88078,95.8,1.1,3826,4.2
0500000US41067,"Washington County, Oregon",594371,555378,93.4,1,38993,6.6
0500000US42025,"Carbon County, Pennsylvania",63198,60755,96.1,1.8,2443,3.9
0500000US42069,"Lackawanna County, Pennsylvania",206943,197480,95.4,1,9463,4.6
0500000US45003,"Aiken County, South Carolina",167709,151166,90.1,1.9,16543,9.9
0500000US48213,"Henderson County, Texas",81261,65045,80,3.8,16216,20
0500000US49035,"Salt Lake County, Utah",1145983,1016565,88.7,0.9,129418,11.3
0500000US51177,"Spotsylvania County, Virginia",133743,121590,90.9,1.8,12153,9.1
0500000US01051,"Elmore County, Alabama",77282,69412,89.8,3.4,7870,10.2
0500000US01115,"St. Clair County, Alabama",86791,76753,88.4,3.5,10038,11.6
0500000US05131,"Sebastian County, Arkansas",126630,112265,88.7,2,14365,11.3
0500000US06055,"Napa County, California",137800,128446,93.2,1.6,9354,6.8
0500000US08059,"Jefferson County, Colorado",573781,545615,95.1,0.6,28166,4.9
0500000US12001,"Alachua County, Florida",267607,248367,92.8,1.3,19240,7.2
0500000US12069,"Lake County, Florida",352927,313558,88.8,1.4,39369,11.2
0500000US12127,"Volusia County, Florida",542628,479021,88.3,1.3,63607,11.7
0500000US17119,"Madison County, Illinois",262001,246246,94,1,15755,6
0500000US18105,"Monroe County, Indiana",145796,135779,93.1,1.6,10017,6.9
0500000US19169,"Story County, Iowa",97517,92122,94.5,1.7,5395,5.5
0500000US34027,"Morris County, New Jersey",489808,469138,95.8,0.8,20670,4.2
0500000US36065,"Oneida County, New York",221182,213518,96.5,0.8,7664,3.5
0500000US36075,"Oswego County, New York",117070,111839,95.5,0.8,5231,4.5
0500000US37147,"Pitt County, North Carolina",178394,160004,89.7,1.3,18390,10.3
0500000US39101,"Marion County, Ohio",59946,55998,93.4,2.4,3948,6.6
0500000US39173,"Wood County, Ohio",129485,122726,94.8,1.2,6759,5.2
0500000US41071,"Yamhill County, Oregon",104760,95864,91.5,2.3,8896,8.5
0500000US42011,"Berks County, Pennsylvania",415511,391743,94.3,0.7,23768,5.7
0500000US47155,"Sevier County, Tennessee",97115,81552,84,2.3,15563,16
0500000US48099,"Coryell County, Texas",57998,51278,88.4,3.3,6720,11.6
0500000US48367,"Parker County, Texas",136857,114010,83.3,2.9,22847,16.7
0500000US51121,"Montgomery County, Virginia",98534,90972,92.3,2.3,7562,7.7
0500000US53029,"Island County, Washington",78016,73939,94.8,1.6,4077,5.2
0500000US55027,"Dodge County, Wisconsin",83979,80577,95.9,1,3402,4.1
0500000US55039,"Fond du Lac County, Wisconsin",101316,97629,96.4,1,3687,3.6
0500000US12071,"Lee County, Florida",750089,646199,86.1,1,103890,13.9
0500000US12105,"Polk County, Florida",699842,614092,87.7,1.1,85750,12.3
0500000US17019,"Champaign County, Illinois",208255,199255,95.7,1,9000,4.3
0500000US21029,"Bullitt County, Kentucky",80567,77976,96.8,1.4,2591,3.2
0500000US26073,"Isabella County, Michigan",70023,63781,91.1,1.9,6242,8.9
0500000US28035,"Forrest County, Mississippi",74519,63147,84.7,2.8,11372,15.3
0500000US34003,"Bergen County, New Jersey",930609,859058,92.3,0.7,71551,7.7
0500000US34041,"Warren County, New Jersey",105032,100136,95.3,1.5,4896,4.7
0500000US39003,"Allen County, Ohio",100169,94326,94.2,1.5,5843,5.8
0500000US39043,"Erie County, Ohio",73745,70570,95.7,2.1,3175,4.3
0500000US40145,"Wagoner County, Oklahoma",79665,70294,88.2,1.5,9371,11.8
0500000US41053,"Polk County, Oregon",84826,80575,95,1.9,4251,5
0500000US42043,"Dauphin County, Pennsylvania",273462,259693,95,1,13769,5
0500000US42089,"Monroe County, Pennsylvania",168513,156120,92.6,1.8,12393,7.4
0500000US44005,"Newport County, Rhode Island",78948,76857,97.4,1.2,2091,2.6
0500000US44009,"Washington County, Rhode Island",124697,121620,97.5,0.8,3077,2.5
0500000US45073,"Oconee County, South Carolina",77830,68143,87.6,2.7,9687,12.4
0500000US48187,"Guadalupe County, Texas",161133,143200,88.9,1.9,17933,11.1
0500000US48215,"Hidalgo County, Texas",858369,595926,69.4,1.5,262443,30.6
0500000US48329,"Midland County, Texas",171363,150038,87.6,2.4,21325,12.4
0500000US53061,"Snohomish County, Washington",804955,752438,93.5,0.7,52517,6.5
0500000US55079,"Milwaukee County, Wisconsin",938630,871124,92.8,0.5,67506,7.2
0500000US55101,"Racine County, Wisconsin",191419,182084,95.1,1.1,9335,4.9
0500000US72113,"Ponce Municipio, Puerto Rico",130498,122968,94.2,1.4,7530,5.8
0500000US06047,"Merced County, California",272072,250273,92,1.3,21799,8
0500000US06081,"San Mateo County, California",766018,738338,96.4,0.6,27680,3.6
0500000US02170,"Matanuska-Susitna Borough, Alaska",105238,90060,85.6,2.1,15178,14.4
0500000US04027,"Yuma County, Arizona",205357,185490,90.3,1.5,19867,9.7
0500000US05119,"Pulaski County, Arkansas",387230,360723,93.2,1.1,26507,6.8
0500000US13045,"Carroll County, Georgia",116740,105804,90.6,2.3,10936,9.4
0500000US13067,"Cobb County, Georgia",751353,656587,87.4,1.2,94766,12.6
0500000US13139,"Hall County, Georgia",201269,168171,83.6,2,33098,16.4
0500000US18085,"Kosciusko County, Indiana",78496,71740,91.4,2,6756,8.6
0500000US18163,"Vanderburgh County, Indiana",178463,164991,92.5,1.4,13472,7.5
0500000US22033,"East Baton Rouge Parish, Louisiana",437882,404397,92.4,1,33485,7.6
0500000US24013,"Carroll County, Maryland",166501,162172,97.4,0.8,4329,2.6
0500000US24045,"Wicomico County, Maryland",101864,94792,93.1,2.3,7072,6.9
0500000US25027,"Worcester County, Massachusetts",819771,799822,97.6,0.3,19949,2.4
0500000US26065,"Ingham County, Michigan",290950,277789,95.5,0.7,13161,4.5
0500000US34019,"Hunterdon County, New Jersey",121060,118570,97.9,0.7,2490,2.1
0500000US36063,"Niagara County, New York",208255,203089,97.5,0.5,5166,2.5
0500000US36079,"Putnam County, New York",98483,94977,96.4,1.1,3506,3.6
0500000US37049,"Craven County, North Carolina",96562,87495,90.6,2.8,9067,9.4
0500000US37151,"Randolph County, North Carolina",142169,123603,86.9,2.4,18566,13.1
0500000US39141,"Ross County, Ohio",71344,65429,91.7,2.7,5915,8.3
0500000US40109,"Oklahoma County, Oklahoma",781370,667688,85.5,0.8,113682,14.5
0500000US48245,"Jefferson County, Texas",241375,194733,80.7,1.6,46642,19.3
0500000US48303,"Lubbock County, Texas",303397,267203,88.1,1.4,36194,11.9
0500000US54003,"Berkeley County, West Virginia",116562,108480,93.1,2.2,8082,6.9
0500000US55073,"Marathon County, Wisconsin",134394,127384,94.8,1.1,7010,5.2
0500000US02090,"Fairbanks North Star Borough, Alaska",91940,83428,90.7,2.9,8512,9.3
0500000US05085,"Lonoke County, Arkansas",72508,66425,91.6,2.5,6083,8.4
0500000US06001,"Alameda County, California",1657847,1594701,96.2,0.3,63146,3.8
0500000US06097,"Sonoma County, California",495984,462562,93.3,0.9,33422,6.7
0500000US06113,"Yolo County, California",219248,206888,94.4,1.3,12360,5.6
0500000US09015,"Windham County, Connecticut",115137,110864,96.3,1.7,4273,3.7
0500000US12011,"Broward County, Florida",1939072,1659745,85.6,0.8,279327,14.4
0500000US20177,"Shawnee County, Kansas",173980,159794,91.8,1.9,14186,8.2
0500000US21067,"Fayette County, Kentucky",319408,294857,92.3,1.1,24551,7.7
0500000US22017,"Caddo Parish, Louisiana",238981,225112,94.2,0.9,13869,5.8
0500000US22079,"Rapides Parish, Louisiana",127574,117791,92.3,1.6,9783,7.7
0500000US26147,"St. Clair County, Michigan",158036,151632,95.9,0.7,6404,4.1
0500000US27171,"Wright County, Minnesota",135494,130906,96.6,0.9,4588,3.4
0500000US29095,"Jackson County, Missouri",693651,617745,89.1,0.9,75906,10.9
0500000US36051,"Livingston County, New York",60382,58524,96.9,1.1,1858,3.1
0500000US36103,"Suffolk County, New York",1470276,1413333,96.1,0.4,56943,3.9
0500000US40027,"Cleveland County, Oklahoma",276516,247715,89.6,1.6,28801,10.4
0500000US40101,"Muskogee County, Oklahoma",65107,54374,83.5,2.1,10733,16.5
0500000US41035,"Klamath County, Oregon",66930,59959,89.6,2.2,6971,10.4
0500000US42101,"Philadelphia County, Pennsylvania",1570425,1454009,92.6,0.6,116416,7.4
0500000US45019,"Charleston County, South Carolina",398195,363240,91.2,1.1,34955,8.8
0500000US45047,"Greenwood County, South Carolina",69733,63574,91.2,2.2,6159,8.8
0500000US47141,"Putnam County, Tennessee",77910,72585,93.2,2.3,5325,6.8
0500000US48257,"Kaufman County, Texas",127531,107990,84.7,2.1,19541,15.3
0500000US48381,"Randall County, Texas",135464,122330,90.3,2,13134,9.7
0500000US55071,"Manitowoc County, Wisconsin",78636,74631,94.9,1.1,4005,5.1
0500000US55139,"Winnebago County, Wisconsin",166379,158766,95.4,1.1,7613,4.6
0500000US72031,"Carolina Municipio, Puerto Rico",146898,133671,91,1.8,13227,9
0500000US01095,"Marshall County, Alabama",95233,85432,89.7,1.9,9801,10.3
0500000US04017,"Navajo County, Arizona",108057,95511,88.4,2.2,12546,11.6
0500000US06107,"Tulare County, California",461439,429943,93.2,1,31496,6.8
0500000US08077,"Mesa County, Colorado",152265,137708,90.4,1.9,14557,9.6
0500000US09001,"Fairfield County, Connecticut",936043,860626,91.9,0.7,75417,8.1
0500000US12089,"Nassau County, Florida",84648,77294,91.3,2.3,7354,8.7
0500000US17163,"St. Clair County, Illinois",255415,240326,94.1,1,15089,5.9
0500000US18035,"Delaware County, Indiana",113288,104550,92.3,1.7,8738,7.7
0500000US18091,"LaPorte County, Indiana",102448,94972,92.7,1.5,7476,7.3
0500000US18095,"Madison County, Indiana",124910,115652,92.6,1.4,9258,7.4
0500000US21117,"Kenton County, Kentucky",164685,154785,94,1,9900,6
0500000US22055,"Lafayette Parish, Louisiana",240764,225665,93.7,1.3,15099,6.3
0500000US24017,"Charles County, Maryland",157566,151154,95.9,1.1,6412,4.1
0500000US26077,"Kalamazoo County, Michigan",262682,248070,94.4,1,14612,5.6
0500000US27109,"Olmsted County, Minnesota",154482,150227,97.2,0.7,4255,2.8
0500000US27141,"Sherburne County, Minnesota",93985,91532,97.4,1.2,2453,2.6
0500000US34009,"Cape May County, New Jersey",90196,85829,95.2,1.8,4367,4.8
0500000US35045,"San Juan County, New Mexico",123698,108971,88.1,2.3,14727,11.9
0500000US36089,"St. Lawrence County, New York",104389,100350,96.1,0.9,4039,3.9
0500000US37081,"Guilford County, North Carolina",529565,483870,91.4,1,45695,8.6
0500000US39095,"Lucas County, Ohio",425314,391166,92,1.2,34148,8
0500000US40143,"Tulsa County, Oklahoma",643418,555948,86.4,0.6,87470,13.6
0500000US44003,"Kent County, Rhode Island",162641,156621,96.3,1.2,6020,3.7
0500000US48039,"Brazoria County, Texas",357850,298656,83.5,2,59194,16.5
0500000US48491,"Williamson County, Texas",564083,502461,89.1,1.2,61622,10.9
0500000US53045,"Mason County, Washington",64382,60711,94.3,2.1,3671,5.7
0500000US55105,"Rock County, Wisconsin",161937,152889,94.4,1.1,9048,5.6
0500000US72097,"MayagÌ_ez Municipio, Puerto Rico",71395,68781,96.3,1.2,2614,3.7
0500000US06057,"Nevada County, California",98472,93352,94.8,1.7,5120,5.2
0500000US12019,"Clay County, Florida",214086,191229,89.3,2.1,22857,10.7
0500000US12055,"Highlands County, Florida",104279,92119,88.3,2.7,12160,11.7
0500000US12131,"Walton County, Florida",69742,62601,89.8,2.4,7141,10.2
0500000US15009,"Maui County, Hawaii",164988,157353,95.4,1.4,7635,4.6
0500000US23005,"Cumberland County, Maine",290537,274094,94.3,0.8,16443,5.7
0500000US33015,"Rockingham County, New Hampshire",306737,293063,95.5,0.8,13674,4.5
0500000US35031,"McKinley County, New Mexico",71941,59402,82.6,2.8,12539,17.4
0500000US36011,"Cayuga County, New York",73546,71027,96.6,1.1,2519,3.4
0500000US36047,"Kings County, New York",2568737,2395800,93.3,0.4,172937,6.7
0500000US37089,"Henderson County, North Carolina",115601,101990,88.2,2.3,13611,11.8
0500000US39057,"Greene County, Ohio",163624,156402,95.6,1.1,7222,4.4
0500000US39139,"Richland County, Ohio",114646,104983,91.6,2.7,9663,8.4
0500000US41033,"Josephine County, Oregon",86819,80997,93.3,1.7,5822,6.7
0500000US42007,"Beaver County, Pennsylvania",163497,157482,96.3,0.8,6015,3.7
0500000US42037,"Columbia County, Pennsylvania",64710,62667,96.8,0.9,2043,3.2
0500000US45031,"Darlington County, South Carolina",66096,59827,90.5,2.6,6269,9.5
0500000US45079,"Richland County, South Carolina",392610,355444,90.5,1.2,37166,9.5
0500000US48157,"Fort Bend County, Texas",783047,695529,88.8,1.3,87518,11.2
0500000US48181,"Grayson County, Texas",132750,106616,80.3,3,26134,19.7
0500000US48451,"Tom Green County, Texas",112716,99190,88,2.5,13526,12
0500000US51019,"Bedford County, Virginia",78317,71308,91.1,3.1,7009,8.9
0500000US53021,"Franklin County, Washington",92317,80465,87.2,2.9,11852,12.8
0500000US53025,"Grant County, Washington",96877,85046,87.8,2.8,11831,12.2
0500000US55109,"St. Croix County, Wisconsin",89046,85574,96.1,1.2,3472,3.9
0500000US05045,"Faulkner County, Arkansas",122956,114180,92.9,1.5,8776,7.1
0500000US06019,"Fresno County, California",982821,909426,92.5,0.6,73395,7.5
0500000US08013,"Boulder County, Colorado",323907,307590,95,1.1,16317,5
0500000US08041,"El Paso County, Colorado",682559,627256,91.9,0.9,55303,8.1
0500000US12015,"Charlotte County, Florida",181635,165218,91,1.8,16417,9
0500000US12057,"Hillsborough County, Florida",1426856,1246015,87.3,0.7,180841,12.7
0500000US18043,"Floyd County, Indiana",76590,72321,94.4,1.7,4269,5.6
0500000US21093,"Hardin County, Kentucky",106527,101638,95.4,1.3,4889,4.6
0500000US22071,"Orleans Parish, Louisiana",381889,349448,91.5,0.9,32441,8.5
0500000US23003,"Aroostook County, Maine",65983,58722,89,2.2,7261,11
0500000US24005,"Baltimore County, Maryland",820471,777220,94.7,0.8,43251,5.3
0500000US24043,"Washington County, Maryland",142361,135977,95.5,1.1,6384,4.5
0500000US26125,"Oakland County, Michigan",1252620,1193494,95.3,0.4,59126,4.7
0500000US34001,"Atlantic County, New Jersey",262891,242160,92.1,1.5,20731,7.9
0500000US34023,"Middlesex County, New Jersey",822039,773271,94.1,0.7,48768,5.9
0500000US34037,"Sussex County, New Jersey",139552,134976,96.7,0.8,4576,3.3
0500000US35005,"Chaves County, New Mexico",63616,57720,90.7,3.5,5896,9.3
0500000US35013,"DoÌ±a Ana County, New Mexico",214569,192760,89.8,1.9,21809,10.2
0500000US36085,"Richmond County, New York",471911,450513,95.5,0.9,21398,4.5
0500000US42071,"Lancaster County, Pennsylvania",537703,468988,87.2,1.6,68715,12.8
0500000US42107,"Schuylkill County, Pennsylvania",134864,128014,94.9,1.3,6850,5.1
0500000US42129,"Westmoreland County, Pennsylvania",347333,336847,97,0.6,10486,3
0500000US45083,"Spartanburg County, South Carolina",309688,277898,89.7,1.4,31790,10.3
0500000US48339,"Montgomery County, Texas",588513,499048,84.8,1.4,89465,15.2
0500000US51087,"Henrico County, Virginia",326503,301835,92.4,0.9,24668,7.6
0500000US51760,"Richmond city, Virginia",226234,199663,88.3,1.7,26571,11.7
0500000US55035,"Eau Claire County, Wisconsin",103849,98705,95,1.5,5144,5
0500000US55063,"La Crosse County, Wisconsin",116796,112719,96.5,1.2,4077,3.5
0500000US01003,"Baldwin County, Alabama",214983,186583,86.8,2.5,28400,13.2
0500000US05125,"Saline County, Arkansas",120295,114422,95.1,1.4,5873,4.9
0500000US12009,"Brevard County, Florida",591234,531543,89.9,1,59691,10.1
0500000US17091,"Kankakee County, Illinois",108094,103681,95.9,1,4413,4.1
0500000US18005,"Bartholomew County, Indiana",81784,75806,92.7,1.9,5978,7.3
0500000US18057,"Hamilton County, Indiana",328463,316043,96.2,0.9,12420,3.8
0500000US19153,"Polk County, Iowa",482231,458582,95.1,1,23649,4.9
0500000US20209,"Wyandotte County, Kansas",164119,134581,82,1.5,29538,18
0500000US22045,"Iberia Parish, Louisiana",70216,64060,91.2,2.5,6156,8.8
